"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 07","NORTE","CEUTA","ESPAÑOLES",0,1,1
" 07","NORTE","CEUTA","TOTAL POBLACION",0,1,1
" 07","NORTE","CIUDAD REAL","ESPAÑOLES",2,1,3
" 07","NORTE","CIUDAD REAL","EXTRANJEROS",1,0,1
" 07","NORTE","CIUDAD REAL","TOTAL POBLACION",3,1,4
" 07","NORTE","CORDOBA","ESPAÑOLES",7,7,14
" 07","NORTE","CORDOBA","TOTAL POBLACION",7,7,14
" 07","NORTE","EXTRAJERO","ESPAÑOLES",33,30,63
" 07","NORTE","EXTRAJERO","EXTRANJEROS",2,2,4
" 07","NORTE","EXTRAJERO","TOTAL POBLACION",35,32,67
" 07","NORTE","GERONA","ESPAÑOLES",4,2,6
" 07","NORTE","GERONA","EXTRANJEROS",0,1,1
" 07","NORTE","GERONA","TOTAL POBLACION",4,3,7
" 07","NORTE","GIPUZKOA","ESPAÑOLES",1,3,4
" 07","NORTE","GIPUZKOA","EXTRANJEROS",0,4,4
" 07","NORTE","GIPUZKOA","TOTAL POBLACION",1,7,8
" 07","NORTE","GRANADA","ESPAÑOLES",8,11,19
" 07","NORTE","GRANADA","EXTRANJEROS",0,1,1
" 07","NORTE","GRANADA","TOTAL POBLACION",8,12,20
" 07","NORTE","GUADALAJARA","ESPAÑOLES",0,2,2
" 07","NORTE","GUADALAJARA","EXTRANJEROS",1,0,1
" 07","NORTE","GUADALAJARA","TOTAL POBLACION",1,2,3
" 07","NORTE","HUELVA","ESPAÑOLES",17,24,41
" 07","NORTE","HUELVA","EXTRANJEROS",4,0,4
" 07","NORTE","HUELVA","TOTAL POBLACION",21,24,45
" 07","NORTE","HUESCA","ESPAÑOLES",1,0,1
" 07","NORTE","HUESCA","TOTAL POBLACION",1,0,1
" 07","NORTE","JAEN","ESPAÑOLES",6,5,11
" 07","NORTE","JAEN","EXTRANJEROS",1,1,2
" 07","NORTE","JAEN","TOTAL POBLACION",7,6,13
" 07","NORTE","LA CORUÑA","ESPAÑOLES",4,0,4
" 07","NORTE","LA CORUÑA","TOTAL POBLACION",4,0,4
" 07","NORTE","LAS PALMAS","ESPAÑOLES",17,16,33
" 07","NORTE","LAS PALMAS","EXTRANJEROS",3,0,3
" 07","NORTE","LAS PALMAS","TOTAL POBLACION",20,16,36
" 07","NORTE","LEON","ESPAÑOLES",3,0,3
" 07","NORTE","LEON","TOTAL POBLACION",3,0,3
" 07","NORTE","LLEIDA","ESPAÑOLES",0,2,2
" 07","NORTE","LLEIDA","TOTAL POBLACION",0,2,2
" 07","NORTE","LUGO","ESPAÑOLES",1,3,4
" 07","NORTE","LUGO","TOTAL POBLACION",1,3,4
" 07","NORTE","MADRID","ESPAÑOLES",45,26,71
" 07","NORTE","MADRID","EXTRANJEROS",8,6,14
" 07","NORTE","MADRID","TOTAL POBLACION",53,32,85
" 07","NORTE","MALAGA","ESPAÑOLES",8,12,20
" 07","NORTE","MALAGA","EXTRANJEROS",5,4,9
" 07","NORTE","MALAGA","TOTAL POBLACION",13,16,29
" 07","NORTE","MELILLA","ESPAÑOLES",0,1,1
" 07","NORTE","MELILLA","EXTRANJEROS",1,1,2
" 07","NORTE","MELILLA","TOTAL POBLACION",1,2,3
" 07","NORTE","MURCIA","ESPAÑOLES",2,3,5
" 07","NORTE","MURCIA","EXTRANJEROS",2,0,2
" 07","NORTE","MURCIA","TOTAL POBLACION",4,3,7
" 07","NORTE","NAVARRA","ESPAÑOLES",4,2,6
" 07","NORTE","NAVARRA","EXTRANJEROS",1,1,2
" 07","NORTE","NAVARRA","TOTAL POBLACION",5,3,8
" 07","NORTE","ORENSE","ESPAÑOLES",0,2,2
" 07","NORTE","ORENSE","TOTAL POBLACION",0,2,2
" 07","NORTE","PONTEVEDRA","ESPAÑOLES",3,3,6
" 07","NORTE","PONTEVEDRA","EXTRANJEROS",0,1,1
" 07","NORTE","PONTEVEDRA","TOTAL POBLACION",3,4,7
" 07","NORTE","SALAMANCA","ESPAÑOLES",2,0,2
" 07","NORTE","SALAMANCA","TOTAL POBLACION",2,0,2
" 07","NORTE","SANTA CRUZ DE TENERIFE","ESPAÑOLES",7,3,10
" 07","NORTE","SANTA CRUZ DE TENERIFE","EXTRANJEROS",1,0,1
" 07","NORTE","SANTA CRUZ DE TENERIFE","TOTAL POBLACION",8,3,11
" 07","NORTE","SEGOVIA","ESPAÑOLES",1,0,1
" 07","NORTE","SEGOVIA","TOTAL POBLACION",1,0,1
" 07","NORTE","SEVILLA","ESPAÑOLES",440,395,835
" 07","NORTE","SEVILLA","EXTRANJEROS",22,29,51
" 07","NORTE","SEVILLA","TOTAL POBLACION",462,424,886
" 07","NORTE","TARRAGONA","ESPAÑOLES",3,2,5
" 07","NORTE","TARRAGONA","TOTAL POBLACION",3,2,5
" 07","NORTE","VALENCIA","ESPAÑOLES",5,4,9
" 07","NORTE","VALENCIA","EXTRANJEROS",3,2,5
" 07","NORTE","VALENCIA","TOTAL POBLACION",8,6,14
" 07","NORTE","VALLADOLID","ESPAÑOLES",1,1,2
" 07","NORTE","VALLADOLID","TOTAL POBLACION",1,1,2
" 07","NORTE","ZARAGOZA","ESPAÑOLES",1,1,2
" 07","NORTE","ZARAGOZA","TOTAL POBLACION",1,1,2
" 08","S. PABLO-STA. JUSTA","- TODOS -","ESPAÑOLES",618,569,1187
" 08","S. PABLO-STA. JUSTA","- TODOS -","EXTRANJEROS",63,79,142
" 08","S. PABLO-STA. JUSTA","- TODOS -","NO CONSTA",1,0,1
" 08","S. PABLO-STA. JUSTA","- TODOS -","TOTAL POBLACION",682,648,1330
" 08","S. PABLO-STA. JUSTA","ALBACETE","ESPAÑOLES",0,1,1
" 08","S. PABLO-STA. JUSTA","ALBACETE","EXTRANJEROS",1,2,3
" 08","S. PABLO-STA. JUSTA","ALBACETE","TOTAL POBLACION",1,3,4
" 08","S. PABLO-STA. JUSTA","ALICANTE","ESPAÑOLES",7,4,11
" 08","S. PABLO-STA. JUSTA","ALICANTE","EXTRANJEROS",1,2,3
" 08","S. PABLO-STA. JUSTA","ALICANTE","TOTAL POBLACION",8,6,14
" 08","S. PABLO-STA. JUSTA","ALMERIA","ESPAÑOLES",0,1,1
" 08","S. PABLO-STA. JUSTA","ALMERIA","EXTRANJEROS",1,0,1
" 08","S. PABLO-STA. JUSTA","ALMERIA","TOTAL POBLACION",1,1,2
" 08","S. PABLO-STA. JUSTA","ARABA/ALAVA","ESPAÑOLES",0,1,1
" 08","S. PABLO-STA. JUSTA","ARABA/ALAVA","EXTRANJEROS",0,1,1
" 08","S. PABLO-STA. JUSTA","ARABA/ALAVA","TOTAL POBLACION",0,2,2
" 08","S. PABLO-STA. JUSTA","ASTURIAS","ESPAÑOLES",3,2,5
" 08","S. PABLO-STA. JUSTA","ASTURIAS","EXTRANJEROS",1,1,2
" 08","S. PABLO-STA. JUSTA","ASTURIAS","TOTAL POBLACION",4,3,7
" 08","S. PABLO-STA. JUSTA","AVILA","EXTRANJEROS",0,1,1
" 08","S. PABLO-STA. JUSTA","AVILA","TOTAL POBLACION",0,1,1
" 08","S. PABLO-STA. JUSTA","BADAJOZ","ESPAÑOLES",7,14,21
" 08","S. PABLO-STA. JUSTA","BADAJOZ","EXTRANJEROS",0,1,1
" 08","S. PABLO-STA. JUSTA","BADAJOZ","TOTAL POBLACION",7,15,22
" 08","S. PABLO-STA. JUSTA","BALEARES","ESPAÑOLES",16,14,30
" 08","S. PABLO-STA. JUSTA","BALEARES","EXTRANJEROS",4,3,7
" 08","S. PABLO-STA. JUSTA","BALEARES","TOTAL POBLACION",20,17,37
" 08","S. PABLO-STA. JUSTA","BARCELONA","ESPAÑOLES",21,15,36
" 08","S. PABLO-STA. JUSTA","BARCELONA","EXTRANJEROS",8,4,12
" 08","S. PABLO-STA. JUSTA","BARCELONA","TOTAL POBLACION",29,19,48
" 08","S. PABLO-STA. JUSTA","BIZKAIA","ESPAÑOLES",0,2,2
" 08","S. PABLO-STA. JUSTA","BIZKAIA","EXTRANJEROS",3,0,3
" 08","S. PABLO-STA. JUSTA","BIZKAIA","TOTAL POBLACION",3,2,5
" 08","S. PABLO-STA. JUSTA","CACERES","ESPAÑOLES",2,1,3
" 08","S. PABLO-STA. JUSTA","CACERES","EXTRANJEROS",1,0,1
" 08","S. PABLO-STA. JUSTA","CACERES","TOTAL POBLACION",3,1,4
" 08","S. PABLO-STA. JUSTA","CADIZ","ESPAÑOLES",44,32,76
" 08","S. PABLO-STA. JUSTA","CADIZ","EXTRANJEROS",4,3,7
" 08","S. PABLO-STA. JUSTA","CADIZ","TOTAL POBLACION",48,35,83
" 08","S. PABLO-STA. JUSTA","CANTABRIA","ESPAÑOLES",2,2,4
" 08","S. PABLO-STA. JUSTA","CANTABRIA","EXTRANJEROS",2,0,2
" 08","S. PABLO-STA. JUSTA","CANTABRIA","TOTAL POBLACION",4,2,6
" 08","S. PABLO-STA. JUSTA","CASTELLON","ESPAÑOLES",1,1,2
" 08","S. PABLO-STA. JUSTA","CASTELLON","TOTAL POBLACION",1,1,2
" 08","S. PABLO-STA. JUSTA","CEUTA","ESPAÑOLES",3,5,8
" 08","S. PABLO-STA. JUSTA","CEUTA","TOTAL POBLACION",3,5,8
" 08","S. PABLO-STA. JUSTA","CORDOBA","ESPAÑOLES",7,6,13
" 08","S. PABLO-STA. JUSTA","CORDOBA","EXTRANJEROS",2,2,4
" 08","S. PABLO-STA. JUSTA","CORDOBA","TOTAL POBLACION",9,8,17
" 08","S. PABLO-STA. JUSTA","EXTRAJERO","ESPAÑOLES",67,78,145
" 08","S. PABLO-STA. JUSTA","EXTRAJERO","EXTRANJEROS",4,3,7
" 08","S. PABLO-STA. JUSTA","EXTRAJERO","TOTAL POBLACION",71,81,152
" 08","S. PABLO-STA. JUSTA","GERONA","ESPAÑOLES",1,0,1
" 08","S. PABLO-STA. JUSTA","GERONA","EXTRANJEROS",1,4,5
" 08","S. PABLO-STA. JUSTA","GERONA","TOTAL POBLACION",2,4,6
" 08","S. PABLO-STA. JUSTA","GIPUZKOA","ESPAÑOLES",3,5,8
" 08","S. PABLO-STA. JUSTA","GIPUZKOA","EXTRANJEROS",2,0,2
" 08","S. PABLO-STA. JUSTA","GIPUZKOA","TOTAL POBLACION",5,5,10
" 08","S. PABLO-STA. JUSTA","GRANADA","ESPAÑOLES",5,5,10
" 08","S. PABLO-STA. JUSTA","GRANADA","TOTAL POBLACION",5,5,10
" 08","S. PABLO-STA. JUSTA","HUELVA","ESPAÑOLES",30,18,48
" 08","S. PABLO-STA. JUSTA","HUELVA","EXTRANJEROS",1,2,3
" 08","S. PABLO-STA. JUSTA","HUELVA","TOTAL POBLACION",31,20,51
" 08","S. PABLO-STA. JUSTA","HUESCA","ESPAÑOLES",0,1,1
" 08","S. PABLO-STA. JUSTA","HUESCA","TOTAL POBLACION",0,1,1
" 08","S. PABLO-STA. JUSTA","JAEN","ESPAÑOLES",2,1,3
" 08","S. PABLO-STA. JUSTA","JAEN","TOTAL POBLACION",2,1,3
" 08","S. PABLO-STA. JUSTA","LA CORUÑA","ESPAÑOLES",4,0,4
" 08","S. PABLO-STA. JUSTA","LA CORUÑA","EXTRANJEROS",1,0,1
" 08","S. PABLO-STA. JUSTA","LA CORUÑA","TOTAL POBLACION",5,0,5
" 08","S. PABLO-STA. JUSTA","LA RIOJA","ESPAÑOLES",0,1,1
" 08","S. PABLO-STA. JUSTA","LA RIOJA","TOTAL POBLACION",0,1,1
" 08","S. PABLO-STA. JUSTA","LAS PALMAS","ESPAÑOLES",10,13,23
" 08","S. PABLO-STA. JUSTA","LAS PALMAS","EXTRANJEROS",2,1,3
" 08","S. PABLO-STA. JUSTA","LAS PALMAS","TOTAL POBLACION",12,14,26
" 08","S. PABLO-STA. JUSTA","LUGO","ESPAÑOLES",1,0,1
" 08","S. PABLO-STA. JUSTA","LUGO","TOTAL POBLACION",1,0,1
" 08","S. PABLO-STA. JUSTA","MADRID","ESPAÑOLES",38,27,65
" 08","S. PABLO-STA. JUSTA","MADRID","EXTRANJEROS",2,7,9
" 08","S. PABLO-STA. JUSTA","MADRID","TOTAL POBLACION",40,34,74
" 08","S. PABLO-STA. JUSTA","MALAGA","ESPAÑOLES",15,18,33
" 08","S. PABLO-STA. JUSTA","MALAGA","EXTRANJEROS",0,6,6
" 08","S. PABLO-STA. JUSTA","MALAGA","TOTAL POBLACION",15,24,39
" 08","S. PABLO-STA. JUSTA","MELILLA","ESPAÑOLES",1,0,1
" 08","S. PABLO-STA. JUSTA","MELILLA","TOTAL POBLACION",1,0,1
" 08","S. PABLO-STA. JUSTA","MURCIA","ESPAÑOLES",5,0,5
" 08","S. PABLO-STA. JUSTA","MURCIA","TOTAL POBLACION",5,0,5
" 08","S. PABLO-STA. JUSTA","NAVARRA","ESPAÑOLES",4,2,6
" 08","S. PABLO-STA. JUSTA","NAVARRA","EXTRANJEROS",0,1,1
" 08","S. PABLO-STA. JUSTA","NAVARRA","TOTAL POBLACION",4,3,7
" 08","S. PABLO-STA. JUSTA","ORENSE","EXTRANJEROS",1,0,1
" 08","S. PABLO-STA. JUSTA","ORENSE","TOTAL POBLACION",1,0,1
" 08","S. PABLO-STA. JUSTA","PALENCIA","EXTRANJEROS",3,0,3
" 08","S. PABLO-STA. JUSTA","PALENCIA","TOTAL POBLACION",3,0,3
" 08","S. PABLO-STA. JUSTA","PONTEVEDRA","ESPAÑOLES",2,2,4
" 08","S. PABLO-STA. JUSTA","PONTEVEDRA","EXTRANJEROS",0,1,1
" 08","S. PABLO-STA. JUSTA","PONTEVEDRA","TOTAL POBLACION",2,3,5
" 08","S. PABLO-STA. JUSTA","SALAMANCA","ESPAÑOLES",1,0,1
" 08","S. PABLO-STA. JUSTA","SALAMANCA","TOTAL POBLACION",1,0,1
" 08","S. PABLO-STA. JUSTA","SANTA CRUZ DE TENERIFE","ESPAÑOLES",4,5,9
" 08","S. PABLO-STA. JUSTA","SANTA CRUZ DE TENERIFE","EXTRANJEROS",2,0,2
" 08","S. PABLO-STA. JUSTA","SANTA CRUZ DE TENERIFE","TOTAL POBLACION",6,5,11
" 08","S. PABLO-STA. JUSTA","SEGOVIA","ESPAÑOLES",1,0,1
" 08","S. PABLO-STA. JUSTA","SEGOVIA","TOTAL POBLACION",1,0,1
" 08","S. PABLO-STA. JUSTA","SEVILLA","ESPAÑOLES",305,285,590
" 08","S. PABLO-STA. JUSTA","SEVILLA","EXTRANJEROS",12,29,41
" 08","S. PABLO-STA. JUSTA","SEVILLA","NO CONSTA",1,0,1
" 08","S. PABLO-STA. JUSTA","SEVILLA","TOTAL POBLACION",318,314,632
" 08","S. PABLO-STA. JUSTA","TARRAGONA","EXTRANJEROS",0,1,1
" 08","S. PABLO-STA. JUSTA","TARRAGONA","TOTAL POBLACION",0,1,1
" 08","S. PABLO-STA. JUSTA","TOLEDO","ESPAÑOLES",0,1,1
" 08","S. PABLO-STA. JUSTA","TOLEDO","EXTRANJEROS",1,1,2
" 08","S. PABLO-STA. JUSTA","TOLEDO","TOTAL POBLACION",1,2,3
" 08","S. PABLO-STA. JUSTA","VALENCIA","ESPAÑOLES",6,0,6
" 08","S. PABLO-STA. JUSTA","VALENCIA","EXTRANJEROS",1,2,3
" 08","S. PABLO-STA. JUSTA","VALENCIA","TOTAL POBLACION",7,2,9
" 08","S. PABLO-STA. JUSTA","VALLADOLID","ESPAÑOLES",0,3,3
" 08","S. PABLO-STA. JUSTA","VALLADOLID","TOTAL POBLACION",0,3,3
" 08","S. PABLO-STA. JUSTA","ZARAGOZA","ESPAÑOLES",0,3,3
" 08","S. PABLO-STA. JUSTA","ZARAGOZA","EXTRANJEROS",2,1,3
" 08","S. PABLO-STA. JUSTA","ZARAGOZA","TOTAL POBLACION",2,4,6
" 09","ESTE","- TODOS -","ESPAÑOLES",1018,1013,2031
" 09","ESTE","- TODOS -","EXTRANJEROS",130,115,245
" 09","ESTE","- TODOS -","TOTAL POBLACION",1148,1128,2276
" 09","ESTE","ALBACETE","ESPAÑOLES",1,4,5
" 09","ESTE","ALBACETE","EXTRANJEROS",0,2,2
" 09","ESTE","ALBACETE","TOTAL POBLACION",1,6,7
" 09","ESTE","ALICANTE","ESPAÑOLES",6,11,17
" 09","ESTE","ALICANTE","EXTRANJEROS",1,2,3
" 09","ESTE","ALICANTE","TOTAL POBLACION",7,13,20
" 09","ESTE","ALMERIA","ESPAÑOLES",8,7,15
" 09","ESTE","ALMERIA","EXTRANJEROS",1,0,1
" 09","ESTE","ALMERIA","TOTAL POBLACION",9,7,16
" 09","ESTE","ARABA/ALAVA","ESPAÑOLES",0,1,1
" 09","ESTE","ARABA/ALAVA","EXTRANJEROS",1,0,1
