"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","LAS PALMAS","EXTRANJEROS",3,1,4
" 01","CASCO ANTIGUO","LAS PALMAS","TOTAL POBLACION",8,17,25
" 01","CASCO ANTIGUO","LLEIDA","ESPAÑOLES",0,2,2
" 01","CASCO ANTIGUO","LLEIDA","TOTAL POBLACION",0,2,2
" 01","CASCO ANTIGUO","MADRID","ESPAÑOLES",71,77,148
" 01","CASCO ANTIGUO","MADRID","EXTRANJEROS",17,12,29
" 01","CASCO ANTIGUO","MADRID","TOTAL POBLACION",88,89,177
" 01","CASCO ANTIGUO","MALAGA","ESPAÑOLES",35,26,61
" 01","CASCO ANTIGUO","MALAGA","EXTRANJEROS",7,10,17
" 01","CASCO ANTIGUO","MALAGA","TOTAL POBLACION",42,36,78
" 01","CASCO ANTIGUO","MELILLA","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","MELILLA","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","MURCIA","ESPAÑOLES",6,8,14
" 01","CASCO ANTIGUO","MURCIA","EXTRANJEROS",1,1,2
" 01","CASCO ANTIGUO","MURCIA","NO CONSTA",1,0,1
" 01","CASCO ANTIGUO","MURCIA","TOTAL POBLACION",8,9,17
" 01","CASCO ANTIGUO","NAVARRA","ESPAÑOLES",1,4,5
" 01","CASCO ANTIGUO","NAVARRA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","NAVARRA","TOTAL POBLACION",1,5,6
" 01","CASCO ANTIGUO","ORENSE","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","ORENSE","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","ORENSE","TOTAL POBLACION",0,2,2
" 01","CASCO ANTIGUO","PALENCIA","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","PALENCIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","PONTEVEDRA","ESPAÑOLES",3,2,5
" 01","CASCO ANTIGUO","PONTEVEDRA","TOTAL POBLACION",3,2,5
" 01","CASCO ANTIGUO","SANTA CRUZ DE TENERIFE","ESPAÑOLES",3,7,10
" 01","CASCO ANTIGUO","SANTA CRUZ DE TENERIFE","EXTRANJEROS",1,1,2
" 01","CASCO ANTIGUO","SANTA CRUZ DE TENERIFE","TOTAL POBLACION",4,8,12
" 01","CASCO ANTIGUO","SEGOVIA","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","SEGOVIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","SEVILLA","ESPAÑOLES",314,327,641
" 01","CASCO ANTIGUO","SEVILLA","EXTRANJEROS",24,30,54
" 01","CASCO ANTIGUO","SEVILLA","TOTAL POBLACION",338,357,695
" 01","CASCO ANTIGUO","SORIA","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","SORIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","TARRAGONA","ESPAÑOLES",1,3,4
" 01","CASCO ANTIGUO","TARRAGONA","EXTRANJEROS",2,1,3
" 01","CASCO ANTIGUO","TARRAGONA","TOTAL POBLACION",3,4,7
" 01","CASCO ANTIGUO","TOLEDO","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","TOLEDO","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","VALENCIA","ESPAÑOLES",2,5,7
" 01","CASCO ANTIGUO","VALENCIA","EXTRANJEROS",1,4,5
" 01","CASCO ANTIGUO","VALENCIA","TOTAL POBLACION",3,9,12
" 01","CASCO ANTIGUO","VALLADOLID","ESPAÑOLES",2,2,4
" 01","CASCO ANTIGUO","VALLADOLID","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","VALLADOLID","TOTAL POBLACION",2,3,5
" 01","CASCO ANTIGUO","ZARAGOZA","ESPAÑOLES",1,4,5
" 01","CASCO ANTIGUO","ZARAGOZA","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","ZARAGOZA","TOTAL POBLACION",2,4,6
" 02","MACARENA","- TODOS -","ESPAÑOLES",814,850,1664
" 02","MACARENA","- TODOS -","EXTRANJEROS",221,250,471
" 02","MACARENA","- TODOS -","NO CONSTA",1,1,2
" 02","MACARENA","- TODOS -","TOTAL POBLACION",1036,1101,2137
" 02","MACARENA","ALBACETE","ESPAÑOLES",1,0,1
" 02","MACARENA","ALBACETE","EXTRANJEROS",0,1,1
" 02","MACARENA","ALBACETE","TOTAL POBLACION",1,1,2
" 02","MACARENA","ALICANTE","ESPAÑOLES",3,2,5
" 02","MACARENA","ALICANTE","EXTRANJEROS",2,3,5
" 02","MACARENA","ALICANTE","TOTAL POBLACION",5,5,10
" 02","MACARENA","ALMERIA","ESPAÑOLES",9,2,11
" 02","MACARENA","ALMERIA","EXTRANJEROS",1,1,2
" 02","MACARENA","ALMERIA","TOTAL POBLACION",10,3,13
" 02","MACARENA","ARABA/ALAVA","ESPAÑOLES",5,2,7
" 02","MACARENA","ARABA/ALAVA","EXTRANJEROS",1,3,4
" 02","MACARENA","ARABA/ALAVA","TOTAL POBLACION",6,5,11
" 02","MACARENA","ASTURIAS","ESPAÑOLES",4,6,10
" 02","MACARENA","ASTURIAS","EXTRANJEROS",1,1,2
" 02","MACARENA","ASTURIAS","TOTAL POBLACION",5,7,12
" 02","MACARENA","AVILA","ESPAÑOLES",2,3,5
" 02","MACARENA","AVILA","TOTAL POBLACION",2,3,5
" 02","MACARENA","BADAJOZ","ESPAÑOLES",11,13,24
" 02","MACARENA","BADAJOZ","EXTRANJEROS",2,5,7
" 02","MACARENA","BADAJOZ","TOTAL POBLACION",13,18,31
" 02","MACARENA","BALEARES","ESPAÑOLES",21,21,42
" 02","MACARENA","BALEARES","EXTRANJEROS",8,7,15
" 02","MACARENA","BALEARES","TOTAL POBLACION",29,28,57
" 02","MACARENA","BARCELONA","ESPAÑOLES",22,19,41
" 02","MACARENA","BARCELONA","EXTRANJEROS",22,18,40
" 02","MACARENA","BARCELONA","TOTAL POBLACION",44,37,81
" 02","MACARENA","BIZKAIA","ESPAÑOLES",3,0,3
" 02","MACARENA","BIZKAIA","EXTRANJEROS",6,3,9
" 02","MACARENA","BIZKAIA","TOTAL POBLACION",9,3,12
" 02","MACARENA","BURGOS","ESPAÑOLES",1,3,4
" 02","MACARENA","BURGOS","EXTRANJEROS",3,0,3
" 02","MACARENA","BURGOS","TOTAL POBLACION",4,3,7
" 02","MACARENA","CACERES","ESPAÑOLES",4,2,6
" 02","MACARENA","CACERES","EXTRANJEROS",0,1,1
" 02","MACARENA","CACERES","TOTAL POBLACION",4,3,7
" 02","MACARENA","CADIZ","ESPAÑOLES",39,52,91
" 02","MACARENA","CADIZ","EXTRANJEROS",4,11,15
" 02","MACARENA","CADIZ","TOTAL POBLACION",43,63,106
" 02","MACARENA","CANTABRIA","ESPAÑOLES",4,0,4
" 02","MACARENA","CANTABRIA","TOTAL POBLACION",4,0,4
" 02","MACARENA","CASTELLON","ESPAÑOLES",1,2,3
" 02","MACARENA","CASTELLON","EXTRANJEROS",0,1,1
" 02","MACARENA","CASTELLON","TOTAL POBLACION",1,3,4
" 02","MACARENA","CEUTA","ESPAÑOLES",0,1,1
" 02","MACARENA","CEUTA","EXTRANJEROS",2,1,3
" 02","MACARENA","CEUTA","TOTAL POBLACION",2,2,4
" 02","MACARENA","CIUDAD REAL","ESPAÑOLES",2,3,5
" 02","MACARENA","CIUDAD REAL","EXTRANJEROS",2,1,3
" 02","MACARENA","CIUDAD REAL","TOTAL POBLACION",4,4,8
" 02","MACARENA","CORDOBA","ESPAÑOLES",12,10,22
" 02","MACARENA","CORDOBA","EXTRANJEROS",3,4,7
" 02","MACARENA","CORDOBA","TOTAL POBLACION",15,14,29
" 02","MACARENA","CUENCA","EXTRANJEROS",1,1,2
" 02","MACARENA","CUENCA","TOTAL POBLACION",1,1,2
" 02","MACARENA","EXTRAJERO","ESPAÑOLES",75,83,158
" 02","MACARENA","EXTRAJERO","EXTRANJEROS",9,15,24
" 02","MACARENA","EXTRAJERO","TOTAL POBLACION",84,98,182
" 02","MACARENA","GERONA","ESPAÑOLES",0,1,1
" 02","MACARENA","GERONA","EXTRANJEROS",1,1,2
" 02","MACARENA","GERONA","TOTAL POBLACION",1,2,3
" 02","MACARENA","GIPUZKOA","ESPAÑOLES",3,5,8
" 02","MACARENA","GIPUZKOA","EXTRANJEROS",3,5,8
" 02","MACARENA","GIPUZKOA","TOTAL POBLACION",6,10,16
" 02","MACARENA","GRANADA","ESPAÑOLES",6,7,13
" 02","MACARENA","GRANADA","EXTRANJEROS",2,4,6
" 02","MACARENA","GRANADA","TOTAL POBLACION",8,11,19
" 02","MACARENA","GUADALAJARA","ESPAÑOLES",2,1,3
" 02","MACARENA","GUADALAJARA","EXTRANJEROS",1,0,1
" 02","MACARENA","GUADALAJARA","TOTAL POBLACION",3,1,4
" 02","MACARENA","HUELVA","ESPAÑOLES",35,36,71
" 02","MACARENA","HUELVA","EXTRANJEROS",16,14,30
" 02","MACARENA","HUELVA","TOTAL POBLACION",51,50,101
" 02","MACARENA","HUESCA","ESPAÑOLES",1,0,1
" 02","MACARENA","HUESCA","TOTAL POBLACION",1,0,1
" 02","MACARENA","JAEN","ESPAÑOLES",4,4,8
" 02","MACARENA","JAEN","EXTRANJEROS",0,2,2
" 02","MACARENA","JAEN","TOTAL POBLACION",4,6,10
" 02","MACARENA","LA CORUÑA","ESPAÑOLES",4,4,8
" 02","MACARENA","LA CORUÑA","EXTRANJEROS",1,0,1
" 02","MACARENA","LA CORUÑA","TOTAL POBLACION",5,4,9
" 02","MACARENA","LA RIOJA","EXTRANJEROS",1,0,1
" 02","MACARENA","LA RIOJA","TOTAL POBLACION",1,0,1
" 02","MACARENA","LAS PALMAS","ESPAÑOLES",21,12,33
" 02","MACARENA","LAS PALMAS","EXTRANJEROS",4,3,7
" 02","MACARENA","LAS PALMAS","NO CONSTA",0,1,1
" 02","MACARENA","LAS PALMAS","TOTAL POBLACION",25,16,41
" 02","MACARENA","LEON","ESPAÑOLES",4,0,4
" 02","MACARENA","LEON","TOTAL POBLACION",4,0,4
" 02","MACARENA","LLEIDA","EXTRANJEROS",1,3,4
" 02","MACARENA","LLEIDA","TOTAL POBLACION",1,3,4
" 02","MACARENA","LUGO","ESPAÑOLES",1,1,2
" 02","MACARENA","LUGO","EXTRANJEROS",0,1,1
" 02","MACARENA","LUGO","TOTAL POBLACION",1,2,3
" 02","MACARENA","MADRID","ESPAÑOLES",46,62,108
" 02","MACARENA","MADRID","EXTRANJEROS",24,22,46
" 02","MACARENA","MADRID","TOTAL POBLACION",70,84,154
" 02","MACARENA","MALAGA","ESPAÑOLES",24,28,52
" 02","MACARENA","MALAGA","EXTRANJEROS",7,14,21
" 02","MACARENA","MALAGA","TOTAL POBLACION",31,42,73
" 02","MACARENA","MURCIA","ESPAÑOLES",6,10,16
" 02","MACARENA","MURCIA","EXTRANJEROS",5,0,5
" 02","MACARENA","MURCIA","TOTAL POBLACION",11,10,21
" 02","MACARENA","NAVARRA","ESPAÑOLES",2,1,3
" 02","MACARENA","NAVARRA","EXTRANJEROS",3,4,7
" 02","MACARENA","NAVARRA","TOTAL POBLACION",5,5,10
" 02","MACARENA","ORENSE","ESPAÑOLES",0,1,1
" 02","MACARENA","ORENSE","TOTAL POBLACION",0,1,1
" 02","MACARENA","PALENCIA","ESPAÑOLES",2,1,3
" 02","MACARENA","PALENCIA","TOTAL POBLACION",2,1,3
" 02","MACARENA","PONTEVEDRA","ESPAÑOLES",2,4,6
" 02","MACARENA","PONTEVEDRA","TOTAL POBLACION",2,4,6
" 02","MACARENA","SALAMANCA","ESPAÑOLES",2,1,3
" 02","MACARENA","SALAMANCA","EXTRANJEROS",0,1,1
" 02","MACARENA","SALAMANCA","TOTAL POBLACION",2,2,4
" 02","MACARENA","SANTA CRUZ DE TENERIFE","ESPAÑOLES",12,10,22
" 02","MACARENA","SANTA CRUZ DE TENERIFE","EXTRANJEROS",2,1,3
" 02","MACARENA","SANTA CRUZ DE TENERIFE","TOTAL POBLACION",14,11,25
" 02","MACARENA","SEGOVIA","ESPAÑOLES",1,0,1
" 02","MACARENA","SEGOVIA","EXTRANJEROS",1,0,1
" 02","MACARENA","SEGOVIA","TOTAL POBLACION",2,0,2
" 02","MACARENA","SEVILLA","ESPAÑOLES",402,425,827
" 02","MACARENA","SEVILLA","EXTRANJEROS",67,76,143
" 02","MACARENA","SEVILLA","NO CONSTA",1,0,1
" 02","MACARENA","SEVILLA","TOTAL POBLACION",470,501,971
" 02","MACARENA","TARRAGONA","ESPAÑOLES",1,3,4
" 02","MACARENA","TARRAGONA","EXTRANJEROS",2,0,2
" 02","MACARENA","TARRAGONA","TOTAL POBLACION",3,3,6
" 02","MACARENA","TOLEDO","ESPAÑOLES",1,1,2
" 02","MACARENA","TOLEDO","EXTRANJEROS",4,4,8
" 02","MACARENA","TOLEDO","TOTAL POBLACION",5,5,10
" 02","MACARENA","VALENCIA","ESPAÑOLES",7,3,10
" 02","MACARENA","VALENCIA","EXTRANJEROS",1,9,10
" 02","MACARENA","VALENCIA","TOTAL POBLACION",8,12,20
" 02","MACARENA","VALLADOLID","ESPAÑOLES",1,2,3
" 02","MACARENA","VALLADOLID","EXTRANJEROS",3,6,9
" 02","MACARENA","VALLADOLID","TOTAL POBLACION",4,8,12
" 02","MACARENA","ZARAGOZA","ESPAÑOLES",5,3,8
" 02","MACARENA","ZARAGOZA","EXTRANJEROS",5,3,8
" 02","MACARENA","ZARAGOZA","TOTAL POBLACION",10,6,16
" 03","NERVION","- TODOS -","ESPAÑOLES",515,533,1048
" 03","NERVION","- TODOS -","EXTRANJEROS",48,71,119
" 03","NERVION","- TODOS -","TOTAL POBLACION",563,604,1167
" 03","NERVION","ALICANTE","ESPAÑOLES",2,5,7
" 03","NERVION","ALICANTE","EXTRANJEROS",0,1,1
" 03","NERVION","ALICANTE","TOTAL POBLACION",2,6,8
" 03","NERVION","ALMERIA","ESPAÑOLES",4,5,9
" 03","NERVION","ALMERIA","TOTAL POBLACION",4,5,9
" 03","NERVION","ARABA/ALAVA","ESPAÑOLES",1,1,2
" 03","NERVION","ARABA/ALAVA","TOTAL POBLACION",1,1,2
" 03","NERVION","ASTURIAS","ESPAÑOLES",0,1,1
" 03","NERVION","ASTURIAS","EXTRANJEROS",1,0,1
" 03","NERVION","ASTURIAS","TOTAL POBLACION",1,1,2
" 03","NERVION","BADAJOZ","ESPAÑOLES",9,4,13
" 03","NERVION","BADAJOZ","EXTRANJEROS",1,2,3
" 03","NERVION","BADAJOZ","TOTAL POBLACION",10,6,16
" 03","NERVION","BALEARES","ESPAÑOLES",15,14,29
" 03","NERVION","BALEARES","EXTRANJEROS",1,2,3
" 03","NERVION","BALEARES","TOTAL POBLACION",16,16,32
" 03","NERVION","BARCELONA","ESPAÑOLES",12,17,29
" 03","NERVION","BARCELONA","EXTRANJEROS",1,3,4
" 03","NERVION","BARCELONA","TOTAL POBLACION",13,20,33
" 03","NERVION","BIZKAIA","ESPAÑOLES",1,3,4
" 03","NERVION","BIZKAIA","EXTRANJEROS",0,2,2
" 03","NERVION","BIZKAIA","TOTAL POBLACION",1,5,6
" 03","NERVION","BURGOS","ESPAÑOLES",0,1,1
" 03","NERVION","BURGOS","TOTAL POBLACION",0,1,1
" 03","NERVION","CACERES","ESPAÑOLES",4,5,9
" 03","NERVION","CACERES","TOTAL POBLACION",4,5,9
" 03","NERVION","CADIZ","ESPAÑOLES",33,43,76
" 03","NERVION","CADIZ","TOTAL POBLACION",33,43,76
" 03","NERVION","CANTABRIA","EXTRANJEROS",1,0,1
" 03","NERVION","CANTABRIA","TOTAL POBLACION",1,0,1
" 03","NERVION","CASTELLON","ESPAÑOLES",1,2,3
" 03","NERVION","CASTELLON","TOTAL POBLACION",1,2,3
" 03","NERVION","CEUTA","ESPAÑOLES",2,1,3
" 03","NERVION","CEUTA","TOTAL POBLACION",2,1,3
" 03","NERVION","CIUDAD REAL","ESPAÑOLES",2,0,2
" 03","NERVION","CIUDAD REAL","TOTAL POBLACION",2,0,2
" 03","NERVION","CORDOBA","ESPAÑOLES",8,5,13
" 03","NERVION","CORDOBA","EXTRANJEROS",1,1,2
" 03","NERVION","CORDOBA","TOTAL POBLACION",9,6,15
" 03","NERVION","EXTRAJERO","ESPAÑOLES",43,35,78
" 03","NERVION","EXTRAJERO","EXTRANJEROS",0,11,11
" 03","NERVION","EXTRAJERO","TOTAL POBLACION",43,46,89
" 03","NERVION","GERONA","ESPAÑOLES",0,1,1
" 03","NERVION","GERONA","TOTAL POBLACION",0,1,1
" 03","NERVION","GIPUZKOA","ESPAÑOLES",0,3,3
" 03","NERVION","GIPUZKOA","TOTAL POBLACION",0,3,3
" 03","NERVION","GRANADA","ESPAÑOLES",6,5,11
" 03","NERVION","GRANADA","EXTRANJEROS",0,1,1
" 03","NERVION","GRANADA","TOTAL POBLACION",6,6,12
" 03","NERVION","GUADALAJARA","ESPAÑOLES",1,0,1
" 03","NERVION","GUADALAJARA","TOTAL POBLACION",1,0,1
" 03","NERVION","HUELVA","ESPAÑOLES",21,18,39
" 03","NERVION","HUELVA","EXTRANJEROS",2,1,3
" 03","NERVION","HUELVA","TOTAL POBLACION",23,19,42
" 03","NERVION","HUESCA","EXTRANJEROS",1,0,1
" 03","NERVION","HUESCA","TOTAL POBLACION",1,0,1
" 03","NERVION","JAEN","ESPAÑOLES",6,6,12
" 03","NERVION","JAEN","EXTRANJEROS",1,0,1
" 03","NERVION","JAEN","TOTAL POBLACION",7,6,13
" 03","NERVION","LA CORUÑA","ESPAÑOLES",2,0,2
" 03","NERVION","LA CORUÑA","TOTAL POBLACION",2,0,2
" 03","NERVION","LA RIOJA","ESPAÑOLES",0,2,2
" 03","NERVION","LA RIOJA","TOTAL POBLACION",0,2,2
" 03","NERVION","LAS PALMAS","ESPAÑOLES",10,9,19
" 03","NERVION","LAS PALMAS","EXTRANJEROS",1,1,2
" 03","NERVION","LAS PALMAS","TOTAL POBLACION",11,10,21
" 03","NERVION","LEON","ESPAÑOLES",2,1,3
" 03","NERVION","LEON","TOTAL POBLACION",2,1,3
" 03","NERVION","LLEIDA","ESPAÑOLES",1,0,1
" 03","NERVION","LLEIDA","EXTRANJEROS",1,0,1
" 03","NERVION","LLEIDA","TOTAL POBLACION",2,0,2
" 03","NERVION","MADRID","ESPAÑOLES",73,69,142
" 03","NERVION","MADRID","EXTRANJEROS",15,16,31
" 03","NERVION","MADRID","TOTAL POBLACION",88,85,173
" 03","NERVION","MALAGA","ESPAÑOLES",16,15,31
" 03","NERVION","MALAGA","EXTRANJEROS",5,4,9
" 03","NERVION","MALAGA","TOTAL POBLACION",21,19,40
" 03","NERVION","MURCIA","ESPAÑOLES",4,3,7
" 03","NERVION","MURCIA","EXTRANJEROS",0,1,1
" 03","NERVION","MURCIA","TOTAL POBLACION",4,4,8
" 03","NERVION","NAVARRA","ESPAÑOLES",1,2,3
" 03","NERVION","NAVARRA","EXTRANJEROS",0,1,1
" 03","NERVION","NAVARRA","TOTAL POBLACION",1,3,4
" 03","NERVION","PONTEVEDRA","ESPAÑOLES",0,2,2
" 03","NERVION","PONTEVEDRA","TOTAL POBLACION",0,2,2
" 03","NERVION","SALAMANCA","ESPAÑOLES",1,0,1
" 03","NERVION","SALAMANCA","EXTRANJEROS",0,1,1
" 03","NERVION","SALAMANCA","TOTAL POBLACION",1,1,2
" 03","NERVION","SANTA CRUZ DE TENERIFE","ESPAÑOLES",13,8,21
" 03","NERVION","SANTA CRUZ DE TENERIFE","EXTRANJEROS",2,2,4
" 03","NERVION","SANTA CRUZ DE TENERIFE","TOTAL POBLACION",15,10,25
" 03","NERVION","SEVILLA","ESPAÑOLES",209,232,441
" 03","NERVION","SEVILLA","EXTRANJEROS",13,21,34
" 03","NERVION","SEVILLA","TOTAL POBLACION",222,253,475
" 03","NERVION","SORIA","ESPAÑOLES",1,0,1
" 03","NERVION","SORIA","TOTAL POBLACION",1,0,1
" 03","NERVION","TARRAGONA","ESPAÑOLES",0,1,1
" 03","NERVION","TARRAGONA","EXTRANJEROS",1,0,1
" 03","NERVION","TARRAGONA","TOTAL POBLACION",1,1,2
" 03","NERVION","TOLEDO","ESPAÑOLES",1,1,2
" 03","NERVION","TOLEDO","TOTAL POBLACION",1,1,2
" 03","NERVION","VALENCIA","ESPAÑOLES",8,10,18
" 03","NERVION","VALENCIA","TOTAL POBLACION",8,10,18
" 03","NERVION","VALLADOLID","ESPAÑOLES",1,2,3
" 03","NERVION","VALLADOLID","TOTAL POBLACION",1,2,3
" 03","NERVION","ZARAGOZA","ESPAÑOLES",1,1,2
" 03","NERVION","ZARAGOZA","TOTAL POBLACION",1,1,2
" 04","CERRO-AMATE","- TODOS -","ESPAÑOLES",815,801,1616
" 04","CERRO-AMATE","- TODOS -","EXTRANJEROS",212,254,466
" 04","CERRO-AMATE","- TODOS -","NO CONSTA",1,1,2
" 04","CERRO-AMATE","- TODOS -","TOTAL POBLACION",1028,1056,2084
" 04","CERRO-AMATE","ALBACETE","EXTRANJEROS",2,0,2
" 04","CERRO-AMATE","ALBACETE","TOTAL POBLACION",2,0,2
" 04","CERRO-AMATE","ALICANTE","ESPAÑOLES",5,5,10
