"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","- FUERA DE LA PROVINCIA DE SEVILLA","ESPAÑOLES",405,435,840
" 01","CASCO ANTIGUO","- FUERA DE LA PROVINCIA DE SEVILLA","EXTRANJEROS",82,92,174
" 01","CASCO ANTIGUO","- FUERA DE LA PROVINCIA DE SEVILLA","TOTAL POBLACION",487,527,1014
" 01","CASCO ANTIGUO","- PROVINCIA DE SEVILLA","ESPAÑOLES",280,301,581
" 01","CASCO ANTIGUO","- PROVINCIA DE SEVILLA","EXTRANJEROS",27,33,60
" 01","CASCO ANTIGUO","- PROVINCIA DE SEVILLA","TOTAL POBLACION",307,334,641
" 01","CASCO ANTIGUO","ALANIS","ESPAÑOLES",1,2,3
" 01","CASCO ANTIGUO","ALANIS","TOTAL POBLACION",1,2,3
" 01","CASCO ANTIGUO","ALBAIDA DEL ALJARAFE","ESPAÑOLES",2,0,2
" 01","CASCO ANTIGUO","ALBAIDA DEL ALJARAFE","TOTAL POBLACION",2,0,2
" 01","CASCO ANTIGUO","ALCALA DE GUADAIRA","ESPAÑOLES",14,23,37
" 01","CASCO ANTIGUO","ALCALA DE GUADAIRA","EXTRANJEROS",2,2,4
" 01","CASCO ANTIGUO","ALCALA DE GUADAIRA","TOTAL POBLACION",16,25,41
" 01","CASCO ANTIGUO","ALCALA DEL RIO","ESPAÑOLES",1,4,5
" 01","CASCO ANTIGUO","ALCALA DEL RIO","TOTAL POBLACION",1,4,5
" 01","CASCO ANTIGUO","ALCOLEA DEL RIO","ESPAÑOLES",1,0,1
" 01","CASCO ANTIGUO","ALCOLEA DEL RIO","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","ALGABA (LA)","ESPAÑOLES",9,5,14
" 01","CASCO ANTIGUO","ALGABA (LA)","TOTAL POBLACION",9,5,14
" 01","CASCO ANTIGUO","ALMENSILLA","ESPAÑOLES",4,1,5
" 01","CASCO ANTIGUO","ALMENSILLA","TOTAL POBLACION",4,1,5
" 01","CASCO ANTIGUO","ARAHAL (EL)","ESPAÑOLES",1,0,1
" 01","CASCO ANTIGUO","ARAHAL (EL)","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","AZNALCAZAR","ESPAÑOLES",2,1,3
" 01","CASCO ANTIGUO","AZNALCAZAR","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","AZNALCAZAR","TOTAL POBLACION",3,1,4
" 01","CASCO ANTIGUO","AZNALCOLLAR","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","AZNALCOLLAR","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","BENACAZON","ESPAÑOLES",3,1,4
" 01","CASCO ANTIGUO","BENACAZON","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","BENACAZON","TOTAL POBLACION",4,1,5
" 01","CASCO ANTIGUO","BOLLULLOS DE LA MITACION","ESPAÑOLES",7,5,12
" 01","CASCO ANTIGUO","BOLLULLOS DE LA MITACION","TOTAL POBLACION",7,5,12
" 01","CASCO ANTIGUO","BORMUJOS","ESPAÑOLES",7,10,17
" 01","CASCO ANTIGUO","BORMUJOS","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","BORMUJOS","TOTAL POBLACION",7,11,18
" 01","CASCO ANTIGUO","BRENES","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","BRENES","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","BRENES","TOTAL POBLACION",1,2,3
" 01","CASCO ANTIGUO","BURGUILLOS","ESPAÑOLES",0,1,1
