"CD","ND","DESTINO","NACION","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","- FUERA DE LA PROVINCIA DE SEVILLA","ESPAÑOLES",388,466,854
" 01","CASCO ANTIGUO","- FUERA DE LA PROVINCIA DE SEVILLA","EXTRANJEROS",81,83,164
" 01","CASCO ANTIGUO","- FUERA DE LA PROVINCIA DE SEVILLA","NO CONSTA",1,1,2
" 01","CASCO ANTIGUO","- FUERA DE LA PROVINCIA DE SEVILLA","TOTAL POBLACION",470,550,1020
" 01","CASCO ANTIGUO","- PROVINCIA DE SEVILLA","ESPAÑOLES",314,327,641
" 01","CASCO ANTIGUO","- PROVINCIA DE SEVILLA","EXTRANJEROS",24,30,54
" 01","CASCO ANTIGUO","- PROVINCIA DE SEVILLA","TOTAL POBLACION",338,357,695
" 01","CASCO ANTIGUO","AGUADULCE","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","AGUADULCE","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","ALBAIDA DEL ALJARAFE","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","ALBAIDA DEL ALJARAFE","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","ALCALA DE GUADAIRA","ESPAÑOLES",14,17,31
" 01","CASCO ANTIGUO","ALCALA DE GUADAIRA","EXTRANJEROS",4,2,6
" 01","CASCO ANTIGUO","ALCALA DE GUADAIRA","TOTAL POBLACION",18,19,37
" 01","CASCO ANTIGUO","ALCALA DEL RIO","ESPAÑOLES",2,3,5
" 01","CASCO ANTIGUO","ALCALA DEL RIO","TOTAL POBLACION",2,3,5
" 01","CASCO ANTIGUO","ALGABA (LA)","ESPAÑOLES",1,3,4
" 01","CASCO ANTIGUO","ALGABA (LA)","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","ALGABA (LA)","TOTAL POBLACION",1,4,5
" 01","CASCO ANTIGUO","ALMADEN DE LA PLATA","ESPAÑOLES",2,0,2
" 01","CASCO ANTIGUO","ALMADEN DE LA PLATA","TOTAL POBLACION",2,0,2
" 01","CASCO ANTIGUO","ALMENSILLA","ESPAÑOLES",2,3,5
" 01","CASCO ANTIGUO","ALMENSILLA","TOTAL POBLACION",2,3,5
" 01","CASCO ANTIGUO","ARAHAL (EL)","ESPAÑOLES",2,1,3
" 01","CASCO ANTIGUO","ARAHAL (EL)","TOTAL POBLACION",2,1,3
" 01","CASCO ANTIGUO","AZNALCAZAR","ESPAÑOLES",4,1,5
" 01","CASCO ANTIGUO","AZNALCAZAR","TOTAL POBLACION",4,1,5
" 01","CASCO ANTIGUO","BENACAZON","ESPAÑOLES",0,3,3
" 01","CASCO ANTIGUO","BENACAZON","TOTAL POBLACION",0,3,3
" 01","CASCO ANTIGUO","BOLLULLOS DE LA MITACION","ESPAÑOLES",3,9,12
" 01","CASCO ANTIGUO","BOLLULLOS DE LA MITACION","EXTRANJEROS",3,1,4
" 01","CASCO ANTIGUO","BOLLULLOS DE LA MITACION","TOTAL POBLACION",6,10,16
" 01","CASCO ANTIGUO","BORMUJOS","ESPAÑOLES",14,4,18
" 01","CASCO ANTIGUO","BORMUJOS","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","BORMUJOS","TOTAL POBLACION",15,4,19
" 01","CASCO ANTIGUO","BRENES","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","BRENES","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","BURGUILLOS","ESPAÑOLES",3,1,4
" 01","CASCO ANTIGUO","BURGUILLOS","TOTAL POBLACION",3,1,4
" 01","CASCO ANTIGUO","CABEZAS DE SAN JUAN (LAS)","ESPAÑOLES",0,2,2
" 01","CASCO ANTIGUO","CABEZAS DE SAN JUAN (LAS)","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","CABEZAS DE SAN JUAN (LAS)","TOTAL POBLACION",0,3,3
" 01","CASCO ANTIGUO","CAMAS","ESPAÑOLES",15,25,40
" 01","CASCO ANTIGUO","CAMAS","EXTRANJEROS",3,2,5
" 01","CASCO ANTIGUO","CAMAS","TOTAL POBLACION",18,27,45
" 01","CASCO ANTIGUO","CANTILLANA","ESPAÑOLES",4,2,6
" 01","CASCO ANTIGUO","CANTILLANA","TOTAL POBLACION",4,2,6
" 01","CASCO ANTIGUO","CARMONA","ESPAÑOLES",10,7,17
" 01","CASCO ANTIGUO","CARMONA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","CARMONA","TOTAL POBLACION",10,8,18
" 01","CASCO ANTIGUO","CARRION DE LOS CESPEDES","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","CARRION DE LOS CESPEDES","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","CASTILBLANCO DE LOS ARROYOS","ESPAÑOLES",2,3,5
" 01","CASCO ANTIGUO","CASTILBLANCO DE LOS ARROYOS","TOTAL POBLACION",2,3,5
" 01","CASCO ANTIGUO","CASTILLEJA DE GUZMAN","ESPAÑOLES",3,5,8
" 01","CASCO ANTIGUO","CASTILLEJA DE GUZMAN","TOTAL POBLACION",3,5,8
" 01","CASCO ANTIGUO","CASTILLEJA DE LA CUESTA","ESPAÑOLES",8,9,17
" 01","CASCO ANTIGUO","CASTILLEJA DE LA CUESTA","TOTAL POBLACION",8,9,17
" 01","CASCO ANTIGUO","CASTILLO DE LAS GUARDAS (EL)","ESPAÑOLES",0,2,2
" 01","CASCO ANTIGUO","CASTILLO DE LAS GUARDAS (EL)","EXTRANJEROS",0,2,2
" 01","CASCO ANTIGUO","CASTILLO DE LAS GUARDAS (EL)","TOTAL POBLACION",0,4,4
" 01","CASCO ANTIGUO","CAZALLA DE LA SIERRA","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","CAZALLA DE LA SIERRA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","CONSTANTINA","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","CONSTANTINA","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","CORIA DEL RIO","ESPAÑOLES",7,6,13
" 01","CASCO ANTIGUO","CORIA DEL RIO","TOTAL POBLACION",7,6,13
" 01","CASCO ANTIGUO","CORONIL (EL)","ESPAÑOLES",0,2,2
" 01","CASCO ANTIGUO","CORONIL (EL)","TOTAL POBLACION",0,2,2
" 01","CASCO ANTIGUO","DOS HERMANAS","ESPAÑOLES",29,26,55
" 01","CASCO ANTIGUO","DOS HERMANAS","EXTRANJEROS",2,4,6
" 01","CASCO ANTIGUO","DOS HERMANAS","TOTAL POBLACION",31,30,61
" 01","CASCO ANTIGUO","ESPARTINAS","ESPAÑOLES",22,24,46
" 01","CASCO ANTIGUO","ESPARTINAS","TOTAL POBLACION",22,24,46
" 01","CASCO ANTIGUO","GELVES","ESPAÑOLES",7,8,15
" 01","CASCO ANTIGUO","GELVES","TOTAL POBLACION",7,8,15
" 01","CASCO ANTIGUO","GERENA","ESPAÑOLES",9,7,16
" 01","CASCO ANTIGUO","GERENA","TOTAL POBLACION",9,7,16
" 01","CASCO ANTIGUO","GINES","ESPAÑOLES",16,7,23
" 01","CASCO ANTIGUO","GINES","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","GINES","TOTAL POBLACION",17,7,24
" 01","CASCO ANTIGUO","GUADALCANAL","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","GUADALCANAL","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","GUILLENA","ESPAÑOLES",4,6,10
" 01","CASCO ANTIGUO","GUILLENA","TOTAL POBLACION",4,6,10
" 01","CASCO ANTIGUO","LANTEJUELA (LA)","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","LANTEJUELA (LA)","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","LEBRIJA","ESPAÑOLES",2,1,3
" 01","CASCO ANTIGUO","LEBRIJA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","LEBRIJA","TOTAL POBLACION",2,2,4
" 01","CASCO ANTIGUO","LORA DEL RIO","ESPAÑOLES",1,2,3
" 01","CASCO ANTIGUO","LORA DEL RIO","TOTAL POBLACION",1,2,3
" 01","CASCO ANTIGUO","MAIRENA DEL ALCOR","ESPAÑOLES",3,1,4
" 01","CASCO ANTIGUO","MAIRENA DEL ALCOR","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","MAIRENA DEL ALCOR","TOTAL POBLACION",3,2,5
" 01","CASCO ANTIGUO","MAIRENA DEL ALJARAFE","ESPAÑOLES",30,32,62
" 01","CASCO ANTIGUO","MAIRENA DEL ALJARAFE","EXTRANJEROS",3,2,5
" 01","CASCO ANTIGUO","MAIRENA DEL ALJARAFE","TOTAL POBLACION",33,34,67
" 01","CASCO ANTIGUO","MARCHENA","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","MARCHENA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","MONTELLANO","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","MONTELLANO","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","MORON DE LA FRONTERA","ESPAÑOLES",4,1,5
" 01","CASCO ANTIGUO","MORON DE LA FRONTERA","TOTAL POBLACION",4,1,5
" 01","CASCO ANTIGUO","OLIVARES","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","OLIVARES","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","OSUNA","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","OSUNA","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","PALACIOS Y VILLAFRANCA (LOS)","ESPAÑOLES",5,7,12
" 01","CASCO ANTIGUO","PALACIOS Y VILLAFRANCA (LOS)","TOTAL POBLACION",5,7,12
" 01","CASCO ANTIGUO","PALOMARES DEL RIO","ESPAÑOLES",2,7,9
" 01","CASCO ANTIGUO","PALOMARES DEL RIO","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","PALOMARES DEL RIO","TOTAL POBLACION",2,8,10
" 01","CASCO ANTIGUO","PEDROSO (EL)","ESPAÑOLES",1,0,1
" 01","CASCO ANTIGUO","PEDROSO (EL)","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","PILAS","ESPAÑOLES",0,1,1
" 01","CASCO ANTIGUO","PILAS","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","PUEBLA DE LOS INFANTES (LA)","ESPAÑOLES",1,1,2
" 01","CASCO ANTIGUO","PUEBLA DE LOS INFANTES (LA)","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","RINCONADA (LA)","ESPAÑOLES",5,5,10
" 01","CASCO ANTIGUO","RINCONADA (LA)","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","RINCONADA (LA)","TOTAL POBLACION",6,5,11
" 01","CASCO ANTIGUO","RONQUILLO (EL)","ESPAÑOLES",5,0,5
" 01","CASCO ANTIGUO","RONQUILLO (EL)","TOTAL POBLACION",5,0,5
" 01","CASCO ANTIGUO","SALTERAS","ESPAÑOLES",4,9,13
" 01","CASCO ANTIGUO","SALTERAS","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","SALTERAS","TOTAL POBLACION",5,9,14
" 01","CASCO ANTIGUO","SAN JUAN DE AZNALFARACHE","ESPAÑOLES",18,15,33
" 01","CASCO ANTIGUO","SAN JUAN DE AZNALFARACHE","EXTRANJEROS",4,3,7
" 01","CASCO ANTIGUO","SAN JUAN DE AZNALFARACHE","TOTAL POBLACION",22,18,40
" 01","CASCO ANTIGUO","SANLUCAR LA MAYOR","ESPAÑOLES",6,4,10
" 01","CASCO ANTIGUO","SANLUCAR LA MAYOR","TOTAL POBLACION",6,4,10
" 01","CASCO ANTIGUO","SANTIPONCE","ESPAÑOLES",2,5,7
" 01","CASCO ANTIGUO","SANTIPONCE","TOTAL POBLACION",2,5,7
" 01","CASCO ANTIGUO","TOCINA","ESPAÑOLES",1,0,1
" 01","CASCO ANTIGUO","TOCINA","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","TOMARES","ESPAÑOLES",25,27,52
" 01","CASCO ANTIGUO","TOMARES","EXTRANJEROS",1,4,5
" 01","CASCO ANTIGUO","TOMARES","TOTAL POBLACION",26,31,57
