"CD","DISTRITO","PROCEDENCIA","NACIONALIDAD","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","DINAMARCA","ESPA�OLES",2,0,2
" 01","CASCO ANTIGUO","DINAMARCA","TOTAL POBLACION",2,0,2
" 01","CASCO ANTIGUO","ECUADOR","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","ECUADOR","EXTRANJEROS",3,3,6
" 01","CASCO ANTIGUO","ECUADOR","TOTAL POBLACION",4,3,7
" 01","CASCO ANTIGUO","EL SALVADOR","EXTRANJEROS",1,1,2
" 01","CASCO ANTIGUO","EL SALVADOR","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","EMIRATOS ARABES UNIDOS","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","EMIRATOS ARABES UNIDOS","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","EMIRATOS ARABES UNIDOS","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","ESPA�A","ESPA�OLES",643,606,1249
" 01","CASCO ANTIGUO","ESPA�A","EXTRANJEROS",115,141,256
" 01","CASCO ANTIGUO","ESPA�A","TOTAL POBLACION",758,747,1505
" 01","CASCO ANTIGUO","ESTADOS UNIDOS DE AMERICA","ESPA�OLES",12,12,24
" 01","CASCO ANTIGUO","ESTADOS UNIDOS DE AMERICA","EXTRANJEROS",17,21,38
" 01","CASCO ANTIGUO","ESTADOS UNIDOS DE AMERICA","TOTAL POBLACION",29,33,62
" 01","CASCO ANTIGUO","FILIPINAS","EXTRANJEROS",1,3,4
" 01","CASCO ANTIGUO","FILIPINAS","TOTAL POBLACION",1,3,4
" 01","CASCO ANTIGUO","FRANCIA","ESPA�OLES",4,6,10
" 01","CASCO ANTIGUO","FRANCIA","EXTRANJEROS",18,15,33
" 01","CASCO ANTIGUO","FRANCIA","TOTAL POBLACION",22,21,43
" 01","CASCO ANTIGUO","GAMBIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","GAMBIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","GEORGIA","EXTRANJEROS",2,2,4
" 01","CASCO ANTIGUO","GEORGIA","TOTAL POBLACION",2,2,4
" 01","CASCO ANTIGUO","GRECIA","EXTRANJEROS",1,2,3
" 01","CASCO ANTIGUO","GRECIA","TOTAL POBLACION",1,2,3
" 01","CASCO ANTIGUO","GUINEA BISSAU","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","GUINEA BISSAU","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","HONDURAS","EXTRANJEROS",0,8,8
" 01","CASCO ANTIGUO","HONDURAS","TOTAL POBLACION",0,8,8
" 01","CASCO ANTIGUO","HUNGRIA","ESPA�OLES",0,1,1
" 01","CASCO ANTIGUO","HUNGRIA","EXTRANJEROS",1,3,4
" 01","CASCO ANTIGUO","HUNGRIA","TOTAL POBLACION",1,4,5
" 01","CASCO ANTIGUO","INDIA","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","INDIA","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","INDONESIA","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","INDONESIA","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","IRAN","EXTRANJEROS",3,4,7
" 01","CASCO ANTIGUO","IRAN","TOTAL POBLACION",3,4,7
" 01","CASCO ANTIGUO","IRLANDA","ESPA�OLES",2,0,2
" 01","CASCO ANTIGUO","IRLANDA","EXTRANJEROS",4,2,6
" 01","CASCO ANTIGUO","IRLANDA","TOTAL POBLACION",6,2,8
" 01","CASCO ANTIGUO","ITALIA","EXTRANJEROS",17,27,44
" 01","CASCO ANTIGUO","ITALIA","TOTAL POBLACION",17,27,44
" 01","CASCO ANTIGUO","JAPON","EXTRANJEROS",1,2,3
" 01","CASCO ANTIGUO","JAPON","TOTAL POBLACION",1,2,3
" 01","CASCO ANTIGUO","JORDANIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","JORDANIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","KENIA","ESPA�OLES",0,1,1
" 01","CASCO ANTIGUO","KENIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","LIBANO","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","LIBANO","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","MARRUECOS","ESPA�OLES",2,1,3
" 01","CASCO ANTIGUO","MARRUECOS","EXTRANJEROS",10,12,22
" 01","CASCO ANTIGUO","MARRUECOS","TOTAL POBLACION",12,13,25
" 01","CASCO ANTIGUO","MAURITANIA","ESPA�OLES",0,1,1
" 01","CASCO ANTIGUO","MAURITANIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","MAURITANIA","TOTAL POBLACION",0,2,2
" 01","CASCO ANTIGUO","MEXICO","ESPA�OLES",4,4,8
" 01","CASCO ANTIGUO","MEXICO","EXTRANJEROS",5,9,14
" 01","CASCO ANTIGUO","MEXICO","TOTAL POBLACION",9,13,22
" 01","CASCO ANTIGUO","NICARAGUA","EXTRANJEROS",3,7,10
" 01","CASCO ANTIGUO","NICARAGUA","TOTAL POBLACION",3,7,10
" 01","CASCO ANTIGUO","NUEVA ZELANDA","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","NUEVA ZELANDA","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","NUEVA ZELANDA","TOTAL POBLACION",2,0,2
" 01","CASCO ANTIGUO","OMAN","ESPA�OLES",2,0,2
" 01","CASCO ANTIGUO","OMAN","TOTAL POBLACION",2,0,2
" 01","CASCO ANTIGUO","PAISES BAJOS","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","PAISES BAJOS","EXTRANJEROS",5,1,6
" 01","CASCO ANTIGUO","PAISES BAJOS","TOTAL POBLACION",6,1,7
" 01","CASCO ANTIGUO","PANAMA","ESPA�OLES",3,2,5
" 01","CASCO ANTIGUO","PANAMA","TOTAL POBLACION",3,2,5
" 01","CASCO ANTIGUO","PARAGUAY","EXTRANJEROS",3,2,5
" 01","CASCO ANTIGUO","PARAGUAY","TOTAL POBLACION",3,2,5
" 01","CASCO ANTIGUO","PERU","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","PERU","EXTRANJEROS",1,9,10
" 01","CASCO ANTIGUO","PERU","TOTAL POBLACION",2,9,11
" 01","CASCO ANTIGUO","POLONIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","POLONIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","PORTUGAL","ESPA�OLES",0,1,1
" 01","CASCO ANTIGUO","PORTUGAL","EXTRANJEROS",6,3,9
" 01","CASCO ANTIGUO","PORTUGAL","TOTAL POBLACION",6,4,10
" 01","CASCO ANTIGUO","QATAR","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","QATAR","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","REINO UNIDO","ESPA�OLES",3,11,14
" 01","CASCO ANTIGUO","REINO UNIDO","EXTRANJEROS",43,50,93
" 01","CASCO ANTIGUO","REINO UNIDO","TOTAL POBLACION",46,61,107
" 01","CASCO ANTIGUO","REPUBLICA DE COREA","ESPA�OLES",1,2,3
" 01","CASCO ANTIGUO","REPUBLICA DE COREA","EXTRANJEROS",3,4,7
" 01","CASCO ANTIGUO","REPUBLICA DE COREA","TOTAL POBLACION",4,6,10
" 01","CASCO ANTIGUO","REPUBLICA DEMOCRATICA DEL CONGO","ESPA�OLES",0,1,1
" 01","CASCO ANTIGUO","REPUBLICA DEMOCRATICA DEL CONGO","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","REPUBLICA DOMINICANA","EXTRANJEROS",0,2,2
" 01","CASCO ANTIGUO","REPUBLICA DOMINICANA","TOTAL POBLACION",0,2,2
" 01","CASCO ANTIGUO","REPUBLICA SUDAFRICANA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","REPUBLICA SUDAFRICANA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","RUMANIA","EXTRANJEROS",0,2,2
" 01","CASCO ANTIGUO","RUMANIA","TOTAL POBLACION",0,2,2
" 01","CASCO ANTIGUO","RUSIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","RUSIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","SENEGAL","EXTRANJEROS",2,0,2
" 01","CASCO ANTIGUO","SENEGAL","TOTAL POBLACION",2,0,2
" 01","CASCO ANTIGUO","SIRIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","SIRIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","SUIZA","EXTRANJEROS",2,2,4
" 01","CASCO ANTIGUO","SUIZA","TOTAL POBLACION",2,2,4
" 01","CASCO ANTIGUO","TAILANDIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","TAILANDIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","UCRANIA","EXTRANJEROS",0,2,2
" 01","CASCO ANTIGUO","UCRANIA","TOTAL POBLACION",0,2,2
" 01","CASCO ANTIGUO","URUGUAY","ESPA�OLES",1,1,2
" 01","CASCO ANTIGUO","URUGUAY","EXTRANJEROS",1,2,3
" 01","CASCO ANTIGUO","URUGUAY","TOTAL POBLACION",2,3,5
" 01","CASCO ANTIGUO","VENEZUELA","EXTRANJEROS",7,8,15
" 01","CASCO ANTIGUO","VENEZUELA","TOTAL POBLACION",7,8,15
" 02","MACARENA","- TODOS -","ESPA�OLES",579,617,1196
" 02","MACARENA","- TODOS -","EXTRANJEROS",783,789,1572
" 02","MACARENA","- TODOS -","TOTAL POBLACION",1362,1406,2768
" 02","MACARENA","ALEMANIA","ESPA�OLES",1,2,3
" 02","MACARENA","ALEMANIA","EXTRANJEROS",6,5,11
" 02","MACARENA","ALEMANIA","TOTAL POBLACION",7,7,14
" 02","MACARENA","ARGELIA","EXTRANJEROS",6,10,16
" 02","MACARENA","ARGELIA","TOTAL POBLACION",6,10,16
" 02","MACARENA","ARGENTINA","ESPA�OLES",2,1,3
" 02","MACARENA","ARGENTINA","EXTRANJEROS",6,13,19
" 02","MACARENA","ARGENTINA","TOTAL POBLACION",8,14,22
" 02","MACARENA","ARMENIA","EXTRANJEROS",0,2,2
" 02","MACARENA","ARMENIA","TOTAL POBLACION",0,2,2
" 02","MACARENA","AUSTRIA","EXTRANJEROS",1,1,2
" 02","MACARENA","AUSTRIA","TOTAL POBLACION",1,1,2
" 02","MACARENA","BELGICA","ESPA�OLES",2,2,4
" 02","MACARENA","BELGICA","EXTRANJEROS",0,1,1
" 02","MACARENA","BELGICA","TOTAL POBLACION",2,3,5
" 02","MACARENA","BIELORUSIA","EXTRANJEROS",1,0,1
" 02","MACARENA","BIELORUSIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","BOLIVIA","ESPA�OLES",5,6,11
" 02","MACARENA","BOLIVIA","EXTRANJEROS",11,11,22
" 02","MACARENA","BOLIVIA","TOTAL POBLACION",16,17,33
" 02","MACARENA","BOSNIA-HERZEGOVINA","EXTRANJEROS",0,1,1
" 02","MACARENA","BOSNIA-HERZEGOVINA","TOTAL POBLACION",0,1,1
" 02","MACARENA","BRASIL","ESPA�OLES",3,1,4
" 02","MACARENA","BRASIL","EXTRANJEROS",1,1,2
" 02","MACARENA","BRASIL","TOTAL POBLACION",4,2,6
" 02","MACARENA","BULGARIA","EXTRANJEROS",1,2,3
" 02","MACARENA","BULGARIA","TOTAL POBLACION",1,2,3
" 02","MACARENA","CAMERUN","EXTRANJEROS",1,0,1
" 02","MACARENA","CAMERUN","TOTAL POBLACION",1,0,1
" 02","MACARENA","CHILE","ESPA�OLES",0,1,1
" 02","MACARENA","CHILE","EXTRANJEROS",3,4,7
" 02","MACARENA","CHILE","TOTAL POBLACION",3,5,8
" 02","MACARENA","CHINA","ESPA�OLES",1,0,1
" 02","MACARENA","CHINA","EXTRANJEROS",2,3,5
" 02","MACARENA","CHINA","TOTAL POBLACION",3,3,6
" 02","MACARENA","COLOMBIA","EXTRANJEROS",45,55,100
" 02","MACARENA","COLOMBIA","TOTAL POBLACION",45,55,100
" 02","MACARENA","COSTA DE MARFIL","EXTRANJEROS",4,3,7
" 02","MACARENA","COSTA DE MARFIL","TOTAL POBLACION",4,3,7
" 02","MACARENA","COSTA RICA","EXTRANJEROS",0,1,1
" 02","MACARENA","COSTA RICA","TOTAL POBLACION",0,1,1
" 02","MACARENA","CUBA","ESPA�OLES",2,1,3
" 02","MACARENA","CUBA","EXTRANJEROS",2,4,6
" 02","MACARENA","CUBA","TOTAL POBLACION",4,5,9
" 02","MACARENA","ECUADOR","ESPA�OLES",6,7,13
" 02","MACARENA","ECUADOR","EXTRANJEROS",4,5,9
" 02","MACARENA","ECUADOR","TOTAL POBLACION",10,12,22
" 02","MACARENA","EL SALVADOR","EXTRANJEROS",5,6,11
" 02","MACARENA","EL SALVADOR","TOTAL POBLACION",5,6,11
" 02","MACARENA","ESPA�A","ESPA�OLES",533,574,1107
" 02","MACARENA","ESPA�A","EXTRANJEROS",286,282,568
" 02","MACARENA","ESPA�A","TOTAL POBLACION",819,856,1675
" 02","MACARENA","ESTADOS UNIDOS DE AMERICA","ESPA�OLES",3,3,6
" 02","MACARENA","ESTADOS UNIDOS DE AMERICA","EXTRANJEROS",2,1,3
" 02","MACARENA","ESTADOS UNIDOS DE AMERICA","TOTAL POBLACION",5,4,9
" 02","MACARENA","FILIPINAS","EXTRANJEROS",4,6,10
" 02","MACARENA","FILIPINAS","TOTAL POBLACION",4,6,10
" 02","MACARENA","FRANCIA","ESPA�OLES",2,0,2
" 02","MACARENA","FRANCIA","EXTRANJEROS",5,4,9
" 02","MACARENA","FRANCIA","TOTAL POBLACION",7,4,11
" 02","MACARENA","GEORGIA","EXTRANJEROS",3,1,4
" 02","MACARENA","GEORGIA","TOTAL POBLACION",3,1,4
" 02","MACARENA","GHANA","ESPA�OLES",1,0,1
" 02","MACARENA","GHANA","EXTRANJEROS",1,0,1
" 02","MACARENA","GHANA","TOTAL POBLACION",2,0,2
" 02","MACARENA","GRECIA","EXTRANJEROS",1,1,2
" 02","MACARENA","GRECIA","TOTAL POBLACION",1,1,2
" 02","MACARENA","GUATEMALA","EXTRANJEROS",6,3,9
" 02","MACARENA","GUATEMALA","TOTAL POBLACION",6,3,9
" 02","MACARENA","GUINEA","EXTRANJEROS",4,1,5
" 02","MACARENA","GUINEA","TOTAL POBLACION",4,1,5
" 02","MACARENA","HONDURAS","EXTRANJEROS",14,20,34
" 02","MACARENA","HONDURAS","TOTAL POBLACION",14,20,34
" 02","MACARENA","HUNGRIA","EXTRANJEROS",0,1,1
" 02","MACARENA","HUNGRIA","TOTAL POBLACION",0,1,1
" 02","MACARENA","IRLANDA","EXTRANJEROS",1,0,1
" 02","MACARENA","IRLANDA","TOTAL POBLACION",1,0,1
" 02","MACARENA","ISLANDIA","ESPA�OLES",1,0,1
" 02","MACARENA","ISLANDIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","ITALIA","EXTRANJEROS",6,17,23
" 02","MACARENA","ITALIA","TOTAL POBLACION",6,17,23
" 02","MACARENA","JAPON","ESPA�OLES",1,1,2
" 02","MACARENA","JAPON","EXTRANJEROS",0,1,1
" 02","MACARENA","JAPON","TOTAL POBLACION",1,2,3
" 02","MACARENA","JORDANIA","EXTRANJEROS",1,0,1
" 02","MACARENA","JORDANIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","MALASIA","EXTRANJEROS",0,2,2
" 02","MACARENA","MALASIA","TOTAL POBLACION",0,2,2
" 02","MACARENA","MALI","EXTRANJEROS",4,0,4
" 02","MACARENA","MALI","TOTAL POBLACION",4,0,4
" 02","MACARENA","MALTA","EXTRANJEROS",0,1,1
" 02","MACARENA","MALTA","TOTAL POBLACION",0,1,1
" 02","MACARENA","MARRUECOS","EXTRANJEROS",46,13,59
" 02","MACARENA","MARRUECOS","TOTAL POBLACION",46,13,59
" 02","MACARENA","MEXICO","ESPA�OLES",0,1,1
" 02","MACARENA","MEXICO","EXTRANJEROS",2,3,5
" 02","MACARENA","MEXICO","TOTAL POBLACION",2,4,6
" 02","MACARENA","MOLDAVIA","EXTRANJEROS",1,0,1
" 02","MACARENA","MOLDAVIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","NEPAL","EXTRANJEROS",1,0,1
" 02","MACARENA","NEPAL","TOTAL POBLACION",1,0,1
" 02","MACARENA","NICARAGUA","EXTRANJEROS",153,169,322
" 02","MACARENA","NICARAGUA","TOTAL POBLACION",153,169,322
" 02","MACARENA","NIGERIA","EXTRANJEROS",5,4,9
" 02","MACARENA","NIGERIA","TOTAL POBLACION",5,4,9
" 02","MACARENA","PAISES BAJOS","EXTRANJEROS",2,0,2
" 02","MACARENA","PAISES BAJOS","TOTAL POBLACION",2,0,2
" 02","MACARENA","PAKISTAN","EXTRANJEROS",7,1,8
" 02","MACARENA","PAKISTAN","TOTAL POBLACION",7,1,8
" 02","MACARENA","PARAGUAY","EXTRANJEROS",14,10,24
" 02","MACARENA","PARAGUAY","TOTAL POBLACION",14,10,24
" 02","MACARENA","PERU","ESPA�OLES",1,0,1
" 02","MACARENA","PERU","EXTRANJEROS",42,38,80
" 02","MACARENA","PERU","TOTAL POBLACION",43,38,81
" 02","MACARENA","POLONIA","EXTRANJEROS",0,1,1
" 02","MACARENA","POLONIA","TOTAL POBLACION",0,1,1
" 02","MACARENA","PORTUGAL","ESPA�OLES",0,1,1
" 02","MACARENA","PORTUGAL","EXTRANJEROS",4,7,11
" 02","MACARENA","PORTUGAL","TOTAL POBLACION",4,8,12
" 02","MACARENA","PRINCIPADO DE ANDORRA","ESPA�OLES",1,0,1
" 02","MACARENA","PRINCIPADO DE ANDORRA","TOTAL POBLACION",1,0,1
" 02","MACARENA","REINO UNIDO","ESPA�OLES",7,9,16
" 02","MACARENA","REINO UNIDO","EXTRANJEROS",8,7,15
" 02","MACARENA","REINO UNIDO","TOTAL POBLACION",15,16,31
" 02","MACARENA","REPUBLICA CHECA","EXTRANJEROS",0,1,1
" 02","MACARENA","REPUBLICA CHECA","TOTAL POBLACION",0,1,1
" 02","MACARENA","REPUBLICA DE COREA","EXTRANJEROS",0,2,2
" 02","MACARENA","REPUBLICA DE COREA","TOTAL POBLACION",0,2,2
" 02","MACARENA","REPUBLICA DOMINICANA","ESPA�OLES",3,2,5
" 02","MACARENA","REPUBLICA DOMINICANA","EXTRANJEROS",3,5,8
" 02","MACARENA","REPUBLICA DOMINICANA","TOTAL POBLACION",6,7,13
" 02","MACARENA","REPUBLICA SUDAFRICANA","ESPA�OLES",1,0,1
" 02","MACARENA","REPUBLICA SUDAFRICANA","TOTAL POBLACION",1,0,1
" 02","MACARENA","RUMANIA","EXTRANJEROS",3,1,4
" 02","MACARENA","RUMANIA","TOTAL POBLACION",3,1,4
" 02","MACARENA","RUSIA","EXTRANJEROS",0,9,9
" 02","MACARENA","RUSIA","TOTAL POBLACION",0,9,9
" 02","MACARENA","SENEGAL","ESPA�OLES",1,0,1
" 02","MACARENA","SENEGAL","EXTRANJEROS",2,0,2
" 02","MACARENA","SENEGAL","TOTAL POBLACION",3,0,3
" 02","MACARENA","SINGAPUR","ESPA�OLES",0,1,1
" 02","MACARENA","SINGAPUR","TOTAL POBLACION",0,1,1
" 02","MACARENA","SUECIA","EXTRANJEROS",2,0,2
" 02","MACARENA","SUECIA","TOTAL POBLACION",2,0,2
" 02","MACARENA","SUIZA","ESPA�OLES",1,1,2
" 02","MACARENA","SUIZA","EXTRANJEROS",0,1,1
" 02","MACARENA","SUIZA","TOTAL POBLACION",1,2,3
" 02","MACARENA","TUNEZ","EXTRANJEROS",2,0,2
" 02","MACARENA","TUNEZ","TOTAL POBLACION",2,0,2
" 02","MACARENA","UCRANIA","EXTRANJEROS",5,8,13
" 02","MACARENA","UCRANIA","TOTAL POBLACION",5,8,13
" 02","MACARENA","URUGUAY","ESPA�OLES",0,1,1
" 02","MACARENA","URUGUAY","EXTRANJEROS",2,2,4
" 02","MACARENA","URUGUAY","TOTAL POBLACION",2,3,5
" 02","MACARENA","VENEZUELA","ESPA�OLES",1,2,3
" 02","MACARENA","VENEZUELA","EXTRANJEROS",42,38,80
" 02","MACARENA","VENEZUELA","TOTAL POBLACION",43,40,83
" 03","NERVION","- TODOS -","ESPA�OLES",482,504,986
" 03","NERVION","- TODOS -","EXTRANJEROS",176,222,398
" 03","NERVION","- TODOS -","TOTAL POBLACION",658,726,1384
" 03","NERVION","ALEMANIA","ESPA�OLES",0,1,1
" 03","NERVION","ALEMANIA","TOTAL POBLACION",0,1,1
" 03","NERVION","ARABIA SAUDITA","ESPA�OLES",1,0,1
" 03","NERVION","ARABIA SAUDITA","TOTAL POBLACION",1,0,1
" 03","NERVION","ARGELIA","EXTRANJEROS",1,1,2
" 03","NERVION","ARGELIA","TOTAL POBLACION",1,1,2
" 03","NERVION","ARGENTINA","ESPA�OLES",0,2,2
" 03","NERVION","ARGENTINA","EXTRANJEROS",1,4,5
" 03","NERVION","ARGENTINA","TOTAL POBLACION",1,6,7
" 03","NERVION","AUSTRALIA","EXTRANJEROS",0,1,1
" 03","NERVION","AUSTRALIA","TOTAL POBLACION",0,1,1
" 03","NERVION","AUSTRIA","ESPA�OLES",1,0,1
" 03","NERVION","AUSTRIA","TOTAL POBLACION",1,0,1
" 03","NERVION","BANGLA-DESH","EXTRANJEROS",1,0,1
" 03","NERVION","BANGLA-DESH","TOTAL POBLACION",1,0,1
" 03","NERVION","BARBADOS","EXTRANJEROS",0,1,1
" 03","NERVION","BARBADOS","TOTAL POBLACION",0,1,1
" 03","NERVION","BELGICA","ESPA�OLES",0,1,1
" 03","NERVION","BELGICA","EXTRANJEROS",0,2,2
" 03","NERVION","BELGICA","TOTAL POBLACION",0,3,3
" 03","NERVION","BOLIVIA","EXTRANJEROS",1,0,1
" 03","NERVION","BOLIVIA","TOTAL POBLACION",1,0,1
" 03","NERVION","BRASIL","EXTRANJEROS",5,6,11
" 03","NERVION","BRASIL","TOTAL POBLACION",5,6,11
" 03","NERVION","CHILE","ESPA�OLES",4,1,5
" 03","NERVION","CHILE","EXTRANJEROS",1,3,4
" 03","NERVION","CHILE","TOTAL POBLACION",5,4,9
" 03","NERVION","CHINA","EXTRANJEROS",3,3,6
" 03","NERVION","CHINA","TOTAL POBLACION",3,3,6
" 03","NERVION","COLOMBIA","EXTRANJEROS",14,16,30
" 03","NERVION","COLOMBIA","TOTAL POBLACION",14,16,30
" 03","NERVION","COSTA DE MARFIL","EXTRANJEROS",3,0,3
" 03","NERVION","COSTA DE MARFIL","TOTAL POBLACION",3,0,3
" 03","NERVION","CUBA","EXTRANJEROS",2,2,4
" 03","NERVION","CUBA","TOTAL POBLACION",2,2,4
" 03","NERVION","DINAMARCA","EXTRANJEROS",1,0,1
" 03","NERVION","DINAMARCA","TOTAL POBLACION",1,0,1
" 03","NERVION","ECUADOR","EXTRANJEROS",1,4,5
" 03","NERVION","ECUADOR","TOTAL POBLACION",1,4,5
" 03","NERVION","EGIPTO","EXTRANJEROS",1,0,1
" 03","NERVION","EGIPTO","TOTAL POBLACION",1,0,1
" 03","NERVION","EL SALVADOR","EXTRANJEROS",1,3,4
" 03","NERVION","EL SALVADOR","TOTAL POBLACION",1,3,4
" 03","NERVION","ESPA�A","ESPA�OLES",457,480,937
" 03","NERVION","ESPA�A","EXTRANJEROS",63,86,149
" 03","NERVION","ESPA�A","TOTAL POBLACION",520,566,1086
" 03","NERVION","ESTADOS UNIDOS DE AMERICA","ESPA�OLES",9,10,19
" 03","NERVION","ESTADOS UNIDOS DE AMERICA","EXTRANJEROS",4,4,8
" 03","NERVION","ESTADOS UNIDOS DE AMERICA","TOTAL POBLACION",13,14,27
" 03","NERVION","FILIPINAS","EXTRANJEROS",0,1,1
" 03","NERVION","FILIPINAS","TOTAL POBLACION",0,1,1
" 03","NERVION","FRANCIA","ESPA�OLES",1,2,3
" 03","NERVION","FRANCIA","EXTRANJEROS",1,3,4
" 03","NERVION","FRANCIA","TOTAL POBLACION",2,5,7
" 03","NERVION","GEORGIA","EXTRANJEROS",0,1,1
" 03","NERVION","GEORGIA","TOTAL POBLACION",0,1,1
" 03","NERVION","GRECIA","EXTRANJEROS",1,0,1
