"CD","DISTRITO","PROCEDENCIA","NACIONALIDAD","HOMBRES","MUJERES","TOTAL"
" 01","CASCO ANTIGUO","REINO UNIDO","ESPA�OLES",4,0,4
" 01","CASCO ANTIGUO","REINO UNIDO","EXTRANJEROS",19,14,33
" 01","CASCO ANTIGUO","REINO UNIDO","TOTAL POBLACION",23,14,37
" 01","CASCO ANTIGUO","REPUBLICA DE COREA","EXTRANJEROS",3,0,3
" 01","CASCO ANTIGUO","REPUBLICA DE COREA","TOTAL POBLACION",3,0,3
" 01","CASCO ANTIGUO","REPUBLICA DOMINICANA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","REPUBLICA DOMINICANA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","REPUBLICA SUDAFRICANA","EXTRANJEROS",1,1,2
" 01","CASCO ANTIGUO","REPUBLICA SUDAFRICANA","TOTAL POBLACION",1,1,2
" 01","CASCO ANTIGUO","RUMANIA","EXTRANJEROS",4,4,8
" 01","CASCO ANTIGUO","RUMANIA","TOTAL POBLACION",4,4,8
" 01","CASCO ANTIGUO","RUSIA","EXTRANJEROS",2,3,5
" 01","CASCO ANTIGUO","RUSIA","TOTAL POBLACION",2,3,5
" 01","CASCO ANTIGUO","SANTO TOME Y PRINCIPE","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","SANTO TOME Y PRINCIPE","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","SENEGAL","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","SENEGAL","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","SIRIA","ESPA�OLES",0,1,1
" 01","CASCO ANTIGUO","SIRIA","EXTRANJEROS",1,1,2
" 01","CASCO ANTIGUO","SIRIA","TOTAL POBLACION",1,2,3
" 01","CASCO ANTIGUO","SUECIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","SUECIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","SUIZA","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","SUIZA","EXTRANJEROS",0,2,2
" 01","CASCO ANTIGUO","SUIZA","TOTAL POBLACION",1,2,3
" 01","CASCO ANTIGUO","TANZANIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","TANZANIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","TUNEZ","ESPA�OLES",0,1,1
" 01","CASCO ANTIGUO","TUNEZ","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","TURQUIA","EXTRANJEROS",1,0,1
" 01","CASCO ANTIGUO","TURQUIA","TOTAL POBLACION",1,0,1
" 01","CASCO ANTIGUO","UCRANIA","EXTRANJEROS",0,1,1
" 01","CASCO ANTIGUO","UCRANIA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","UGANDA","ESPA�OLES",0,1,1
" 01","CASCO ANTIGUO","UGANDA","TOTAL POBLACION",0,1,1
" 01","CASCO ANTIGUO","VENEZUELA","EXTRANJEROS",1,4,5
" 01","CASCO ANTIGUO","VENEZUELA","TOTAL POBLACION",1,4,5
" 01","CASCO ANTIGUO","VIET-NAM","ESPA�OLES",1,0,1
" 01","CASCO ANTIGUO","VIET-NAM","TOTAL POBLACION",1,0,1
" 02","MACARENA","- TODOS -","ESPA�OLES",673,626,1299
" 02","MACARENA","- TODOS -","EXTRANJEROS",437,449,886
" 02","MACARENA","- TODOS -","TOTAL POBLACION",1110,1075,2185
" 02","MACARENA","ALBANIA","EXTRANJEROS",2,0,2
" 02","MACARENA","ALBANIA","TOTAL POBLACION",2,0,2
" 02","MACARENA","ALEMANIA","ESPA�OLES",2,2,4
" 02","MACARENA","ALEMANIA","EXTRANJEROS",1,3,4
" 02","MACARENA","ALEMANIA","TOTAL POBLACION",3,5,8
" 02","MACARENA","ARGELIA","EXTRANJEROS",2,0,2
" 02","MACARENA","ARGELIA","TOTAL POBLACION",2,0,2
" 02","MACARENA","ARGENTINA","ESPA�OLES",0,1,1
" 02","MACARENA","ARGENTINA","EXTRANJEROS",4,1,5
" 02","MACARENA","ARGENTINA","TOTAL POBLACION",4,2,6
" 02","MACARENA","AUSTRALIA","ESPA�OLES",1,0,1
" 02","MACARENA","AUSTRALIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","AZERBAIYAN","EXTRANJEROS",1,0,1
" 02","MACARENA","AZERBAIYAN","TOTAL POBLACION",1,0,1
" 02","MACARENA","BANGLA-DESH","EXTRANJEROS",2,3,5
" 02","MACARENA","BANGLA-DESH","TOTAL POBLACION",2,3,5
" 02","MACARENA","BELGICA","EXTRANJEROS",1,0,1
" 02","MACARENA","BELGICA","TOTAL POBLACION",1,0,1
" 02","MACARENA","BOLIVIA","ESPA�OLES",0,2,2
" 02","MACARENA","BOLIVIA","EXTRANJEROS",24,18,42
" 02","MACARENA","BOLIVIA","TOTAL POBLACION",24,20,44
" 02","MACARENA","BRASIL","ESPA�OLES",1,1,2
" 02","MACARENA","BRASIL","EXTRANJEROS",2,1,3
" 02","MACARENA","BRASIL","TOTAL POBLACION",3,2,5
" 02","MACARENA","BULGARIA","EXTRANJEROS",3,3,6
" 02","MACARENA","BULGARIA","TOTAL POBLACION",3,3,6
" 02","MACARENA","CAMERUN","EXTRANJEROS",1,0,1
" 02","MACARENA","CAMERUN","TOTAL POBLACION",1,0,1
" 02","MACARENA","CANADA","EXTRANJEROS",0,1,1
" 02","MACARENA","CANADA","TOTAL POBLACION",0,1,1
" 02","MACARENA","CHILE","EXTRANJEROS",2,0,2
" 02","MACARENA","CHILE","TOTAL POBLACION",2,0,2
" 02","MACARENA","CHINA","EXTRANJEROS",6,9,15
" 02","MACARENA","CHINA","TOTAL POBLACION",6,9,15
" 02","MACARENA","COLOMBIA","ESPA�OLES",1,0,1
" 02","MACARENA","COLOMBIA","EXTRANJEROS",9,4,13
" 02","MACARENA","COLOMBIA","TOTAL POBLACION",10,4,14
" 02","MACARENA","CUBA","ESPA�OLES",0,2,2
" 02","MACARENA","CUBA","EXTRANJEROS",3,3,6
" 02","MACARENA","CUBA","TOTAL POBLACION",3,5,8
" 02","MACARENA","ECUADOR","ESPA�OLES",5,3,8
" 02","MACARENA","ECUADOR","EXTRANJEROS",5,4,9
" 02","MACARENA","ECUADOR","TOTAL POBLACION",10,7,17
" 02","MACARENA","EGIPTO","EXTRANJEROS",1,0,1
" 02","MACARENA","EGIPTO","TOTAL POBLACION",1,0,1
" 02","MACARENA","EL SALVADOR","EXTRANJEROS",0,1,1
" 02","MACARENA","EL SALVADOR","TOTAL POBLACION",0,1,1
" 02","MACARENA","ESPA�A","ESPA�OLES",648,605,1253
" 02","MACARENA","ESPA�A","EXTRANJEROS",250,261,511
" 02","MACARENA","ESPA�A","TOTAL POBLACION",898,866,1764
" 02","MACARENA","ESTADOS UNIDOS DE AMERICA","ESPA�OLES",1,0,1
" 02","MACARENA","ESTADOS UNIDOS DE AMERICA","EXTRANJEROS",1,0,1
" 02","MACARENA","ESTADOS UNIDOS DE AMERICA","TOTAL POBLACION",2,0,2
" 02","MACARENA","FILIPINAS","EXTRANJEROS",7,4,11
" 02","MACARENA","FILIPINAS","TOTAL POBLACION",7,4,11
" 02","MACARENA","FINLANDIA","EXTRANJEROS",0,2,2
" 02","MACARENA","FINLANDIA","TOTAL POBLACION",0,2,2
" 02","MACARENA","FRANCIA","ESPA�OLES",0,2,2
" 02","MACARENA","FRANCIA","EXTRANJEROS",1,1,2
" 02","MACARENA","FRANCIA","TOTAL POBLACION",1,3,4
" 02","MACARENA","GEORGIA","EXTRANJEROS",1,1,2
" 02","MACARENA","GEORGIA","TOTAL POBLACION",1,1,2
" 02","MACARENA","GHANA","EXTRANJEROS",0,1,1
" 02","MACARENA","GHANA","TOTAL POBLACION",0,1,1
" 02","MACARENA","GRECIA","EXTRANJEROS",0,1,1
" 02","MACARENA","GRECIA","TOTAL POBLACION",0,1,1
" 02","MACARENA","GUATEMALA","EXTRANJEROS",1,2,3
" 02","MACARENA","GUATEMALA","TOTAL POBLACION",1,2,3
" 02","MACARENA","GUINEA","EXTRANJEROS",2,2,4
" 02","MACARENA","GUINEA","TOTAL POBLACION",2,2,4
" 02","MACARENA","GUINEA ECUATORIAL","EXTRANJEROS",1,0,1
" 02","MACARENA","GUINEA ECUATORIAL","TOTAL POBLACION",1,0,1
" 02","MACARENA","HONDURAS","EXTRANJEROS",0,3,3
" 02","MACARENA","HONDURAS","TOTAL POBLACION",0,3,3
" 02","MACARENA","INDIA","EXTRANJEROS",1,0,1
" 02","MACARENA","INDIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","ITALIA","EXTRANJEROS",5,3,8
" 02","MACARENA","ITALIA","TOTAL POBLACION",5,3,8
" 02","MACARENA","JAPON","EXTRANJEROS",0,1,1
" 02","MACARENA","JAPON","TOTAL POBLACION",0,1,1
" 02","MACARENA","LETONIA","EXTRANJEROS",1,0,1
" 02","MACARENA","LETONIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","MALI","EXTRANJEROS",1,0,1
" 02","MACARENA","MALI","TOTAL POBLACION",1,0,1
" 02","MACARENA","MARRUECOS","ESPA�OLES",1,0,1
" 02","MACARENA","MARRUECOS","EXTRANJEROS",17,17,34
" 02","MACARENA","MARRUECOS","TOTAL POBLACION",18,17,35
" 02","MACARENA","MEXICO","ESPA�OLES",0,1,1
" 02","MACARENA","MEXICO","EXTRANJEROS",0,2,2
" 02","MACARENA","MEXICO","TOTAL POBLACION",0,3,3
" 02","MACARENA","NEPAL","EXTRANJEROS",2,0,2
" 02","MACARENA","NEPAL","TOTAL POBLACION",2,0,2
" 02","MACARENA","NICARAGUA","ESPA�OLES",1,0,1
" 02","MACARENA","NICARAGUA","EXTRANJEROS",7,30,37
" 02","MACARENA","NICARAGUA","TOTAL POBLACION",8,30,38
" 02","MACARENA","NIGERIA","EXTRANJEROS",4,2,6
" 02","MACARENA","NIGERIA","TOTAL POBLACION",4,2,6
" 02","MACARENA","NORUEGA","ESPA�OLES",0,1,1
" 02","MACARENA","NORUEGA","TOTAL POBLACION",0,1,1
" 02","MACARENA","OTROS PAISES SIN RELACION DIPLOMATICA","EXTRANJEROS",0,1,1
" 02","MACARENA","OTROS PAISES SIN RELACION DIPLOMATICA","TOTAL POBLACION",0,1,1
" 02","MACARENA","PAISES BAJOS","EXTRANJEROS",0,1,1
" 02","MACARENA","PAISES BAJOS","TOTAL POBLACION",0,1,1
" 02","MACARENA","PAKISTAN","EXTRANJEROS",6,2,8
" 02","MACARENA","PAKISTAN","TOTAL POBLACION",6,2,8
" 02","MACARENA","PARAGUAY","EXTRANJEROS",5,7,12
" 02","MACARENA","PARAGUAY","TOTAL POBLACION",5,7,12
" 02","MACARENA","PERU","ESPA�OLES",4,1,5
" 02","MACARENA","PERU","EXTRANJEROS",9,8,17
" 02","MACARENA","PERU","TOTAL POBLACION",13,9,22
" 02","MACARENA","PORTUGAL","ESPA�OLES",1,0,1
" 02","MACARENA","PORTUGAL","EXTRANJEROS",4,3,7
" 02","MACARENA","PORTUGAL","TOTAL POBLACION",5,3,8
" 02","MACARENA","PRINCIPADO DE ANDORRA","ESPA�OLES",1,1,2
" 02","MACARENA","PRINCIPADO DE ANDORRA","TOTAL POBLACION",1,1,2
" 02","MACARENA","REINO UNIDO","ESPA�OLES",5,2,7
" 02","MACARENA","REINO UNIDO","EXTRANJEROS",3,1,4
" 02","MACARENA","REINO UNIDO","TOTAL POBLACION",8,3,11
" 02","MACARENA","REPUBLICA DOMINICANA","EXTRANJEROS",9,3,12
" 02","MACARENA","REPUBLICA DOMINICANA","TOTAL POBLACION",9,3,12
" 02","MACARENA","RUMANIA","EXTRANJEROS",13,9,22
" 02","MACARENA","RUMANIA","TOTAL POBLACION",13,9,22
" 02","MACARENA","RUSIA","EXTRANJEROS",2,16,18
" 02","MACARENA","RUSIA","TOTAL POBLACION",2,16,18
" 02","MACARENA","SENEGAL","EXTRANJEROS",5,5,10
" 02","MACARENA","SENEGAL","TOTAL POBLACION",5,5,10
" 02","MACARENA","SIRIA","ESPA�OLES",0,2,2
" 02","MACARENA","SIRIA","EXTRANJEROS",1,0,1
" 02","MACARENA","SIRIA","TOTAL POBLACION",1,2,3
" 02","MACARENA","SOMALIA","EXTRANJEROS",1,0,1
" 02","MACARENA","SOMALIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","SUECIA","ESPA�OLES",1,0,1
" 02","MACARENA","SUECIA","TOTAL POBLACION",1,0,1
" 02","MACARENA","TURQUIA","EXTRANJEROS",3,1,4
" 02","MACARENA","TURQUIA","TOTAL POBLACION",3,1,4
" 02","MACARENA","UCRANIA","EXTRANJEROS",1,5,6
" 02","MACARENA","UCRANIA","TOTAL POBLACION",1,5,6
" 02","MACARENA","VENEZUELA","EXTRANJEROS",4,3,7
" 02","MACARENA","VENEZUELA","TOTAL POBLACION",4,3,7
" 03","NERVION","- TODOS -","ESPA�OLES",466,499,965
" 03","NERVION","- TODOS -","EXTRANJEROS",116,154,270
" 03","NERVION","- TODOS -","TOTAL POBLACION",582,653,1235
" 03","NERVION","ALEMANIA","ESPA�OLES",0,3,3
" 03","NERVION","ALEMANIA","EXTRANJEROS",1,4,5
" 03","NERVION","ALEMANIA","TOTAL POBLACION",1,7,8
" 03","NERVION","ARABIA SAUDITA","ESPA�OLES",1,0,1
" 03","NERVION","ARABIA SAUDITA","TOTAL POBLACION",1,0,1
" 03","NERVION","ARGELIA","EXTRANJEROS",3,0,3
" 03","NERVION","ARGELIA","TOTAL POBLACION",3,0,3
" 03","NERVION","ARGENTINA","EXTRANJEROS",1,0,1
" 03","NERVION","ARGENTINA","TOTAL POBLACION",1,0,1
" 03","NERVION","BOLIVIA","ESPA�OLES",0,1,1
" 03","NERVION","BOLIVIA","EXTRANJEROS",2,0,2
" 03","NERVION","BOLIVIA","TOTAL POBLACION",2,1,3
" 03","NERVION","BRASIL","ESPA�OLES",1,1,2
" 03","NERVION","BRASIL","EXTRANJEROS",6,3,9
" 03","NERVION","BRASIL","TOTAL POBLACION",7,4,11
" 03","NERVION","BULGARIA","EXTRANJEROS",0,1,1
" 03","NERVION","BULGARIA","TOTAL POBLACION",0,1,1
" 03","NERVION","CAMERUN","EXTRANJEROS",1,0,1
" 03","NERVION","CAMERUN","TOTAL POBLACION",1,0,1
" 03","NERVION","CHILE","ESPA�OLES",1,0,1
" 03","NERVION","CHILE","EXTRANJEROS",0,2,2
" 03","NERVION","CHILE","TOTAL POBLACION",1,2,3
" 03","NERVION","CHINA","ESPA�OLES",1,0,1
" 03","NERVION","CHINA","EXTRANJEROS",5,6,11
" 03","NERVION","CHINA","TOTAL POBLACION",6,6,12
" 03","NERVION","COLOMBIA","EXTRANJEROS",6,4,10
" 03","NERVION","COLOMBIA","TOTAL POBLACION",6,4,10
" 03","NERVION","COSTA DE MARFIL","EXTRANJEROS",1,0,1
" 03","NERVION","COSTA DE MARFIL","TOTAL POBLACION",1,0,1
" 03","NERVION","COSTA RICA","EXTRANJEROS",0,2,2
" 03","NERVION","COSTA RICA","TOTAL POBLACION",0,2,2
" 03","NERVION","CUBA","ESPA�OLES",1,0,1
" 03","NERVION","CUBA","EXTRANJEROS",1,0,1
" 03","NERVION","CUBA","TOTAL POBLACION",2,0,2
" 03","NERVION","DINAMARCA","EXTRANJEROS",0,1,1
" 03","NERVION","DINAMARCA","TOTAL POBLACION",0,1,1
" 03","NERVION","ECUADOR","ESPA�OLES",0,1,1
" 03","NERVION","ECUADOR","EXTRANJEROS",1,1,2
" 03","NERVION","ECUADOR","TOTAL POBLACION",1,2,3
" 03","NERVION","EGIPTO","ESPA�OLES",1,0,1
" 03","NERVION","EGIPTO","TOTAL POBLACION",1,0,1
" 03","NERVION","ESPA�A","ESPA�OLES",448,485,933
" 03","NERVION","ESPA�A","EXTRANJEROS",56,80,136
" 03","NERVION","ESPA�A","TOTAL POBLACION",504,565,1069
" 03","NERVION","ESTADOS UNIDOS DE AMERICA","ESPA�OLES",2,2,4
" 03","NERVION","ESTADOS UNIDOS DE AMERICA","EXTRANJEROS",1,2,3
" 03","NERVION","ESTADOS UNIDOS DE AMERICA","TOTAL POBLACION",3,4,7
" 03","NERVION","FILIPINAS","EXTRANJEROS",1,1,2
" 03","NERVION","FILIPINAS","TOTAL POBLACION",1,1,2
" 03","NERVION","FRANCIA","ESPA�OLES",1,0,1
" 03","NERVION","FRANCIA","EXTRANJEROS",6,1,7
" 03","NERVION","FRANCIA","TOTAL POBLACION",7,1,8
" 03","NERVION","HONDURAS","EXTRANJEROS",0,1,1
" 03","NERVION","HONDURAS","TOTAL POBLACION",0,1,1
" 03","NERVION","HUNGRIA","EXTRANJEROS",0,2,2
" 03","NERVION","HUNGRIA","TOTAL POBLACION",0,2,2
" 03","NERVION","ITALIA","EXTRANJEROS",3,8,11
" 03","NERVION","ITALIA","TOTAL POBLACION",3,8,11
" 03","NERVION","JAPON","EXTRANJEROS",1,0,1
" 03","NERVION","JAPON","TOTAL POBLACION",1,0,1
" 03","NERVION","LIBIA","ESPA�OLES",1,0,1
" 03","NERVION","LIBIA","TOTAL POBLACION",1,0,1
" 03","NERVION","MARRUECOS","ESPA�OLES",2,0,2
" 03","NERVION","MARRUECOS","EXTRANJEROS",3,3,6
" 03","NERVION","MARRUECOS","TOTAL POBLACION",5,3,8
" 03","NERVION","MEXICO","EXTRANJEROS",2,3,5
" 03","NERVION","MEXICO","TOTAL POBLACION",2,3,5
" 03","NERVION","NICARAGUA","EXTRANJEROS",0,3,3
" 03","NERVION","NICARAGUA","TOTAL POBLACION",0,3,3
" 03","NERVION","NIGERIA","EXTRANJEROS",2,0,2
" 03","NERVION","NIGERIA","TOTAL POBLACION",2,0,2
" 03","NERVION","PANAMA","ESPA�OLES",1,2,3
" 03","NERVION","PANAMA","TOTAL POBLACION",1,2,3
" 03","NERVION","PARAGUAY","ESPA�OLES",1,0,1
" 03","NERVION","PARAGUAY","EXTRANJEROS",2,4,6
" 03","NERVION","PARAGUAY","TOTAL POBLACION",3,4,7
" 03","NERVION","PERU","EXTRANJEROS",0,5,5
" 03","NERVION","PERU","TOTAL POBLACION",0,5,5
" 03","NERVION","PORTUGAL","EXTRANJEROS",2,0,2
" 03","NERVION","PORTUGAL","TOTAL POBLACION",2,0,2
" 03","NERVION","REINO UNIDO","ESPA�OLES",0,2,2
" 03","NERVION","REINO UNIDO","EXTRANJEROS",2,2,4
" 03","NERVION","REINO UNIDO","TOTAL POBLACION",2,4,6
